Ticker,dividendYield,payoutRatio,operatingMargins,CF,P/E,ROE,EPS
9822.KL,0.0056,0.2208,0.093789995,-255344000.0,29.71,10.781,0.164
0223.KL,0.0041,0.0,0.08569,5461057.0,46.46,10.968,0.025
5147.KL,0.0392,0.90300006,0.02585,119438000.0,17.20,5.864,0.078
03057.KL,,0.0,0.07969,-4656950.0,-,-,0.001
7943.KL,,0.0,-0.79971004,-7432218.0,-,-45.344,-0.080
0133.KL,,0.0,-1.43116,19710888.0,-,-11.280,-0.017
5218.KL,,0.0,0.03164,-129650000.0,-,-256.304,-0.198
7811.KL,0.0694,0.518,0.05012,10539051.0,7.28,7.860,0.124
4596.KL,,0.0,-0.23592,11546000.0,0.67,58.290,0.570
5170.KL,,0.0,-0.05474,-43293000.0,-,-87.664,-0.239
9237.KL,,0.0,-0.15424,-39795526.0,-,-27.464,-0.042
5126.KL,0.0545,0.4002,0.06381,615764000.0,10.27,6.769,0.545
5135.KL,0.0718,0.8056,0.13819,99221737.0,11.44,7.203,0.347
5252.KL,0.027,0.22729999,0.15128,7891000.0,9.14,6.357,0.002
5157.KL,,0.0,-0.059959996,-43243399.0,-,-2.674,-0.005
5207.KL,,0.0,0.055159997,7296000.0,"2,250.00",0.014,-0.001
0109.KL,,0.0,-1.42081,-7178934.0,-,-5.519,-0.002
7239.KL,,0.0,-0.22999,-30519100.0,-,-15.890,-0.050
0158.KL,0.0323,0.9804,0.03821,-7884000.0,31.47,3.120,0.018
7247.KL,0.7091,0.2184,-0.02747,19597087.0,0.33,206.215,1.725
0099.KL,0.0734,0.79370004,0.16760999,41529186.0,12.20,27.911,0.091
4731.KL,0.026700001,0.3114,0.14462,110815000.0,12.63,14.016,0.264
8125.KL,0.021300001,0.184,0.073699996,-41014000.0,16.27,13.674,0.131
7045.KL,,0.0,0.0,-17223000.0,-,-53.678,-0.186
0028.KL,,0.0,0.01018,-20845455.0,180.56,0.421,0.001
0212.KL,0.0186,0.2049,0.11324,27273000.0,9.84,26.345,0.060
7073.KL,,0.0,0.118190005,-9385869.0,20.90,1.066,0.012
4286.KL,,0.0,0.19502,-6433321.0,14.57,3.656,0.040
5145.KL,,0.0,-0.09561,-1332040.0,-,-5.045,-0.040
0203.KL,,0.0,0.00035999998,5211032.0,250.00,0.823,-0.003
0178.KL,,0.0,0.10569999,-817793.0,24.88,7.593,0.002
7053.KL,0.0286,,0.013200001,1746528.0,-,-2.835,-0.022
03009.KL,,,,695014.0,-,-25.411,-0.003
9792.KL,0.0504,0.9217,0.1881,54554000.0,30.28,19.855,0.033
2224.KL,0.0424,0.0,0.11255,-36118000.0,14.21,2.032,0.015
5308.KL,0.041100003,0.0,0.04422,14170000.0,16.53,16.036,0.044
5305.KL,0.0324,0.3738,0.04723,-81798675.0,10.10,9.345,0.040
9431.KL,,0.0,0.40662998,-2303858.0,6.95,28.593,0.038
5213.KL,,0.0,-2.16294,30113000.0,-,-29.674,-0.170
5123.KL,0.0801,1.4988999,0.69257003,97925457.0,18.13,3.745,0.049
5279.KL,,0.0,-2.81563,-295230000.0,-,-102.139,-0.294
5163.KL,,0.0,0.02616,-307032.0,14.23,14.484,0.058
7180.KL,,0.0,-0.00758,6791367.0,936.51,0.598,0.001
0055.KL,,0.0,-1.30069,-22946247.0,-,-69.043,-0.037
0251.KL,0.0044,0.19610001,0.34596002,-715739.0,53.05,22.193,0.015
5517.KL,,0.0,0.09743,37398000.0,-,-1.865,-0.093
7412.KL,,0.0,0.04671,3426757.0,28.01,4.884,0.037
5173.KL,0.0187,0.0664,0.20267999,192913732.0,4.04,16.186,0.162
6017.KL,0.0515,0.4225,0.32834,34816000.0,9.69,6.181,0.225
0241.KL,,0.0,-0.14619,-29777000.0,-,-39.828,-0.041
7246.KL,,0.0,0.07725,1759000.0,20.92,11.586,0.033
0129.KL,,0.0,-0.3209,-8914850.0,-,-36.173,-0.016
4197.KL,0.0588,0.90629995,0.04183,211000000.0,10.19,8.137,0.214
5285.KL,0.0152,0.78699994,0.094790004,1915856000.0,21.63,7.387,0.360
5288.KL,0.028800001,0.47619998,0.17655,1002436000.0,16.24,3.027,0.046
4316.KL,,0.0,0.00228,1609869.0,23.05,2.038,0.036
5172.KL,,0.0,-0.13262999,9058000.0,-,-22.448,-0.009
9776.KL,,0.0,-0.37333,-3816000.0,-,-11.299,-0.037
7115.KL,,0.0,0.18054001,-1071839.0,5.11,13.872,0.114
7155.KL,0.0433,0.6946,0.06091,68443000.0,12.75,14.348,0.090
03008.KL,0.0438,0.9259,0.15484999,4610525.0,21.21,23.966,0.030
7248.KL,0.0588,1.2731,0.12144,15220925.0,18.94,7.007,0.065
03023.KL,0.0054,0.3509,0.05603,-517140.0,66.67,2.073,0.004
7132.KL,,0.0,0.13159999,-262000.0,2.02,25.974,0.438
0117.KL,,0.0,0.19846001,42243000.0,-,54.292,0.004
0169.KL,,0.0,-0.78113997,-3974598.0,-,-18.842,-0.013
03054.KL,0.017,0.0,0.036059998,1134087.0,-,2.391,0.000
0259.KL,0.0385,0.1768,0.043330003,14115447.0,9.06,28.026,0.050
0215.KL,,0.0,0.08307999,-80510000.0,37.55,11.675,0.029
5242.KL,0.0154,0.1604,0.03708,-8583224.0,10.18,5.058,0.019
0093.KL,,0.0,-0.45049,-29824592.0,-,-41.318,-0.090
4375.KL,,0.0,-0.11373,5142822.0,-,-5.131,-0.008
5134.KL,0.0147,0.2483,0.06837,84805000.0,16.84,3.638,0.243
0225.KL,0.0082,0.090500005,0.03562,-54025964.0,14.46,6.536,0.018
0045.KL,0.0513,,0.0,-2623499.0,17.46,35.601,0.011
5665.KL,,0.0,-0.04696,-29553000.0,-,-21.630,-0.237
1562.KL,0.0641,0.6222,0.05914,148831000.0,9.36,22.606,0.165
0216.KL,,0.0,0.03979,-19484829.0,73.73,1.127,0.005
7103.KL,0.025999999,0.3234,0.11091,-63106000.0,12.18,8.651,0.113
6084.KL,0.024400001,1.6128999,-0.0573,16035000.0,66.51,0.697,0.010
03049.KL,0.0196,0.1074,0.14029999,2156000.0,6.59,44.937,0.036
5006.KL,0.0278,,-0.35953,-11651144.0,-,-18.632,-0.215
0080.KL,,0.0,0.0053100004,-18911696.0,21.26,3.182,0.007
6904.KL,,0.0,0.03794,17731000.0,313.65,0.079,0.246
7207.KL,0.0514,0.22780001,0.08915,-23537296.0,8.31,5.563,0.086
2569.KL,0.0061000003,,0.18977,10044518.0,13.47,2.546,0.243
03050.KL,0.0136,0.47169998,0.11046,18024417.0,43.93,15.623,0.024
3743.KL,,0.0,0.12663999,149036000.0,32.87,1.399,0.018
0262.KL,,0.0,0.05909,-2248851.0,22.00,16.268,0.034
5211.KL,0.020299999,0.5324,0.08016,201945000.0,20.22,5.038,0.104
5263.KL,0.028900001,0.5495,0.08811,-242138000.0,18.26,17.298,0.105
5176.KL,0.062,1.021,0.68101,428046000.0,17.51,5.274,0.089
0148.KL,,0.0,0.090909995,-34338753.0,36.18,3.437,0.005
0001.KL,0.026700001,0.5376,0.21094,24624682.0,35.97,8.839,0.040
03033.KL,,0.0,0.12752,-437984.0,63.01,6.382,0.004
7235.KL,0.0225,0.3556,0.0513,17071706.0,47.42,1.583,0.014
7106.KL,0.11310001,,-0.29644,-104973252.0,-,-3.169,-0.057
03018.KL,0.0429,0.4309,0.06315,4596091.0,9.13,11.000,0.068
6521.KL,0.026300002,0.0849,0.32463002,25997000.0,8.78,5.207,0.171
5303.KL,0.0321,0.432,0.11571,102657000.0,10.28,6.230,0.055
7186.KL,,0.0,0.03259,13118819.0,-,0.236,0.010
6139.KL,0.0379,0.3129,0.16779,1326068000.0,3.25,53.553,0.381
9717.KL,,0.0,0.111140005,-8104000.0,48.97,0.578,0.004
7082.KL,0.21540001,,0.44963002,-43495000.0,30.80,4.202,0.010
1538.KL,,0.0,-0.49730998,33338000.0,-,-7.180,-0.109
0050.KL,,0.0,0.089820005,575000.0,-,1.076,-0.017
7228.KL,,0.0,0.12066,-237960718.0,14.08,8.924,0.028
5012.KL,0.1039,0.7597,0.19325,406772410.0,7.27,12.151,0.728
7097.KL,,0.0,-0.06334,-83345000.0,-,-13.772,-0.011
7211.KL,,0.0,0.15397,-21002771.0,26.83,10.252,0.027
2259.KL,,0.0,0.03497,45111000.0,-,-4.021,-0.004
8524.KL,0.0841,2.4,0.29988,83010000.0,28.77,7.081,0.027
5191.KL,0.0633,0.55979997,0.27872,78311559.0,8.06,6.396,0.140
4405.KL,0.0388,,-0.0074699996,42291000.0,-,-2.178,-0.078
2429.KL,,0.0,0.17185,-14004000.0,48.33,9.609,0.011
5149.KL,0.030299999,0.0,0.47254002,-9522649.0,3.64,16.346,0.085
5140.KL,0.0625,0.1276,0.08456001,54875054.0,7.94,14.505,0.114
0211.KL,0.0513,,0.00772,-20236627.0,-,-0.241,0.038
0221.KL,,0.0,-0.014939999,-29250426.0,-,-10.176,-0.005
2054.KL,0.0463,,-0.030299999,4026000.0,-,-2.031,-0.015
5289.KL,0.0112,0.2778,0.06487,1975000.0,21.30,6.672,0.020
2739.KL,,0.0,-0.05243,22095000.0,-,-51.470,0.119
0132.KL,,0.0,-0.13504,-8192718.0,-,-32.479,-0.009
7439.KL,0.0296,0.0349,0.09588,62874735.0,1.95,37.220,0.742
7200.KL,,0.0,0.06813,17757543.0,13.03,3.698,0.028
0230.KL,,0.1967,0.15228,121855013.0,38.49,5.587,0.040
4863.KL,0.0347,0.4783,0.15841,602000000.0,14.38,15.987,0.300
5347.KL,0.043899998,0.8777,0.11038999,949000000.0,19.06,5.202,0.600
9369.KL,0.0403,0.24110001,0.12359,24732211.0,8.76,10.246,0.137
7252.KL,0.0185,0.100200005,0.08562,31347386.0,5.16,16.867,0.074
0089.KL,0.0353,0.11359999,0.34331,-10859744.0,13.36,10.787,0.037
8702.KL,0.2644,,0.024419999,82081000.0,-,-2.330,0.185
0145.KL,,0.0,-1.15464,-649000.0,-,-35.672,-0.008
5112.KL,0.0561,0.7335,0.1282,97289000.0,13.07,4.347,0.068
9075.KL,0.0234,0.4225,0.02638,2471000.0,17.50,5.865,0.065
7034.KL,0.0309,0.2742,0.08595,-38737000.0,9.07,10.625,0.254
0012.KL,0.0309,0.4386,0.04928,-33169000.0,14.48,6.463,0.072
7889.KL,,0.0,-0.116359994,46034000.0,-,-17.040,-0.013
7374.KL,0.066700004,,0.01958,21208000.0,-,-5.033,-0.105
7854.KL,,0.44439998,-0.04009,-560000.0,10.89,6.532,0.080
5031.KL,0.0228,0.7555,0.26783,303805000.0,3.72,8.069,0.246
8397.KL,,0.0,0.13174,62045000.0,13.65,3.358,0.054
5239.KL,,0.0,0.0512,138789354.0,76.25,0.378,0.003
0101.KL,0.0069,0.1228,0.15100001,20114000.0,27.06,4.648,0.023
7230.KL,0.0348,0.1041,0.08999,-36500000.0,2.99,15.904,0.476
7285.KL,0.0256,0.0,1.36214,16498000.0,2.06,66.299,0.197
5010.KL,0.0794,0.78190005,0.055689998,183219000.0,9.93,7.280,0.538
7113.KL,,0.0,-0.19344,-774724000.0,-,-7.997,0.028
03013.KL,0.013300001,0.8621,0.18240999,3655545.0,-,10.914,0.021
5111.KL,0.012999999,,0.4075,12157000.0,0.00,-3.443,-0.063
7173.KL,0.0106,2.5109,0.02219,-15211000.0,214.41,0.500,-0.007
7176.KL,,0.0,0.01633,23239985.0,5.77,22.250,0.024
7218.KL,,0.0,-0.020399999,2803951.0,140.19,1.494,0.027
5054.KL,0.0308,0.1012,0.053600002,-24634000.0,3.20,11.551,0.113
0199.KL,0.040900003,0.35709998,0.051880002,12334109.0,10.71,5.431,0.063
0118.KL,,0.0,0.93588996,-6775726.0,2.92,26.997,0.008
5401.KL,,0.0,-0.15841,-109175000.0,-,-7.142,-0.247
9059.KL,0.10609999,0.42290002,0.09345999,123661000.0,4.03,17.739,0.331
5042.KL,,0.0,-0.21424,7259000.0,32.04,1.016,0.008
0272.KL,,0.0,0.24485001,-8385079.0,48.00,13.739,0.027
5297.KL,,0.0,-0.08212,-21265953.0,-,-36.266,-0.106
5230.KL,,0.0,0.03559,30049000.0,3.38,18.412,-0.046
5167.KL,0.0070999996,0.2017,0.05583,5834625.0,34.29,1.908,0.016
4359.KL,,0.0,0.27412,1064294.0,10.01,3.053,0.018
7079.KL,,0.0,-0.08303001,-25621637.0,-,-0.752,-0.001
7100.KL,0.0954,0.8723,0.59421,114677772.0,11.92,64.273,0.274
03043.KL,0.0111,0.0,0.09263,1135055.0,-,9.561,0.006
0005.KL,,0.0,0.01477,-4967900.0,-,0.353,0.000
1368.KL,0.0374,0.6803,0.0252,80194000.0,19.33,3.101,0.055
5148.KL,0.0058,0.3125,0.20813999,380884000.0,42.84,1.188,0.016
0256.KL,,,0.24781999,7466909.0,28.07,17.836,0.028
7137.KL,0.031600002,0.6682,0.20416,-695062.0,21.48,2.197,0.095
7227.KL,0.0319,0.4702,0.047909997,18314000.0,14.52,4.187,0.125
4588.KL,0.0298,0.2575,0.047259998,695457000.0,8.64,11.660,0.355
03017.KL,,0.2887,-0.21448,-5719232.0,-,-33.461,0.006
7091.KL,0.0323,0.221,0.15654999,15051133.0,7.65,10.315,0.212
0257.KL,0.0222,0.0,0.059699997,-84352.0,30.78,4.182,0.007
5005.KL,0.0247,0.8282,0.11063,-190725000.0,31.75,6.504,0.239
2593.KL,0.0275,0.6339,0.09942,29469000.0,17.24,4.325,0.292
2089.KL,0.103599995,0.7263,0.39354,785575000.0,10.43,23.557,1.451
7133.KL,0.0537,0.35119998,0.22241,48950674.0,8.37,11.504,0.180
0247.KL,0.0107,2.05,0.02096,6416000.0,52.43,2.492,0.010
5200.KL,0.1775,0.9497,0.12185001,467599000.0,15.93,4.681,0.093
5110.KL,0.0727,0.9977,0.69475,82462836.0,12.62,5.866,0.090
7757.KL,0.034,0.4566,0.1107,-4562000.0,13.26,4.879,0.046
5292.KL,,0.3854,0.25070998,-13397888.0,76.52,13.478,0.050
7250.KL,,0.0,0.12461001,28513000.0,7.40,7.535,0.111
6963.KL,0.0201,0.5181,0.059520002,-268463000.0,25.94,6.816,0.043
5243.KL,,0.0,0.090299994,-173836000.0,99.60,0.881,-0.012
4995.KL,,0.0,-0.0025600002,586743.0,-,-0.877,-0.002
0273.KL,,0.0,0.11391,4942236.0,10.84,30.652,0.027
0069.KL,,0.0,-0.92061996,2455942.0,-,-11.945,0.006
0120.KL,0.05,0.404,0.14795999,4617880.0,17.58,9.399,0.048
0097.KL,0.0116,0.3335,0.49327,124884000.0,45.57,20.088,0.194
7070.KL,,0.0,-0.12197,-41177964.0,-,-14.468,-0.094
0232.KL,0.0294,0.2616,0.11338,-8078482.0,28.91,6.106,0.042
0066.KL,,0.0,-1.6403999,-18402260.0,-,-15.090,-0.093
5162.KL,0.0463,0.3388,0.02903,-24003000.0,7.37,16.047,0.167
5142.KL,,0.0,0.07273,129600000.0,44.38,2.770,-0.008
0102.KL,,0.0,-0.46122003,-21813397.0,-,-60.369,-0.030
7203.KL,0.0221,0.45450002,0.018509999,-13613279.0,21.57,2.623,0.041
5016.KL,,0.0,-0.00851,-15747000.0,-,-2.737,-0.177
7226.KL,,0.0,-0.19951001,-26798.0,-,-2.606,-0.010
3565.KL,,0.0,-0.050640002,-554892000.0,23.90,8.173,0.033
9679.KL,0.0089,0.15720001,0.052810002,149428000.0,16.39,1.138,0.091
0197.KL,,0.2083,0.32948002,20201973.0,7.50,11.029,0.036
7231.KL,0.0591,0.6882,0.27228,34061899.0,14.85,35.705,0.067
0271.KL,,0.0,0.03467,14542310.0,244.68,5.519,0.002
5246.KL,0.0495,0.6412,0.45724,653201000.0,14.42,23.419,0.205
5009.KL,,0.0,-0.11545999,-60223000.0,-,-6.293,0.004
0162.KL,,0.0,-0.17165,18728468.0,-,-4.835,-0.002
0008.KL,0.0423,0.5017,0.09389,-18679000.0,11.94,7.513,0.032
6378.KL,,0.0,0.108669996,37442512.0,-,-29.928,-0.016
7050.KL,0.010299999,,0.023570001,2913015.0,69.28,1.516,0.014
7025.KL,,0.0,-0.29737,-2125262.0,-,-8.639,-0.073
4243.KL,0.0319,,-0.05229,1134000.0,-,-3.273,-0.011
5156.KL,,0.0,-0.04698,-36670000.0,-,-2.587,-0.007
5267.KL,,0.0,-0.07871,-4270170.0,-,-9.033,-0.064
7121.KL,,0.0,0.09563,-19482981.0,55.28,3.886,0.001
0165.KL,,0.0,-0.100200005,-24429079.0,-,-56.938,-0.019
0140.KL,,0.0,-0.43026,-20615642.0,-,-21.330,-0.011
0017.KL,,0.0,0.15989,-3364867.0,32.43,9.038,0.000
7003.KL,,0.0,0.24834,69566000.0,24.02,2.028,0.044
7178.KL,0.0311,0.26479998,0.15466,43958000.0,8.51,10.938,0.244
5048.KL,,0.0,-0.65843004,-859313.0,-,-6.208,-0.072
0025.KL,,0.0,0.03178,-10783376.0,146.91,1.515,0.015
5300.KL,0.0353,0.4156,0.08068,5044721.0,12.33,10.271,0.072
0248.KL,,0.0,-0.02465,4343029.0,-,-0.562,-0.003
0086.KL,,0.0,-0.03703,609179.0,-,-2.849,-0.005
7293.KL,0.007900001,0.18290001,0.20139,-2344000000.0,13.09,9.719,0.167
7020.KL,,0.0,-0.0053399997,3660971.0,-,-11.211,-0.013
7014.KL,,0.0,0.08203,-8095000.0,7.74,3.636,0.033
3158.KL,,0.0,0.23087999,24588648.0,-,-2.587,-0.005
7066.KL,,0.0,-0.01471,-48212179.0,-,-8.419,-0.060
5159.KL,0.0425,0.2354,0.19364999,29487000.0,6.50,13.078,0.240
