stock_code,rDY,rPR,rOM,rCF,rPE,rROE,rEPS,rClass,rDate
5136,0.0,1666.67,2.216,-9778930,992.9,2.091,3.2,D,2023-10-10
3298,4.23,121.21,11.546,-1940020,29.49,2.026,3.1,D,2023-10-10
0160,0.0,0.0,9.0,4770796,9.66,6.396,2.1,D,2023-10-10
5072,2.3,138.89,0.268,-208272000,55.93,1.026,9.0,D,2023-10-10
5199,2.65,10.39,32.027,749909000,5.43,16.375,19.9,C,2023-10-10
8443,2.0,24.13,20.04,29549821,12.55,6.635,7.2,C,2023-10-10
0188,0.0,0.0,-24.326,-3384839,0.0,-36.384,-7.3,D,2023-10-10
5169,0.0,0.0,16.574,-20523000,0.0,-4.686,-6.5,D,2023-10-10
9601,0.0,0.0,0.382,-16965000,0.0,-4.704,-0.9,D,2023-10-10
5160,5.25,31.7,19.743,44857196,7.84,11.348,9.6,C,2023-10-10
5819,3.03,31.13,60.952,7452976000,10.68,11.753,186.3,C,2023-10-10
5274,3.22,90.05,37.336,455095000,25.76,5.222,21.2,D,2023-10-10
1082,2.71,19.17,60.326,161573000,7.3,10.932,246.1,C,2023-10-10
3301,6.41,58.84,12.049,345721000,9.63,14.776,92.4,C,2023-10-10
0041,0.0,0.0,-627.775,-132847103,0.0,-7.285,1.4,D,2023-10-10
5291,1.65,39.53,10.091,-265000,17.43,5.133,2.5,D,2023-10-10
0228,3.9,62.61,16.497,11776999,17.11,7.854,2.4,C,2023-10-10
0185,1.15,25.07,13.89,-1364227,20.27,7.553,3.1,D,2023-10-10
5062,0.0,0.0,13.548,20590362,24.23,1.115,0.8,D,2023-10-10
7013,0.0,0.0,-0.32,14523880,26.14,3.767,0.3,D,2023-10-10
5000,0.0,0.0,9.773,684000,19.58,15.068,8.4,D,2023-10-10
5024,5.67,92.38,13.162,18615321,16.16,24.38,3.3,D,2023-10-10
8478,0.0,0.0,-7.802,-8210665,0.0,-30.021,-7.8,D,2023-10-10
4251,0.74,0.0,4.218,-4717000,12.41,2.31,2.3,D,2023-10-10
5084,3.42,23.39,22.752,12192698,7.27,9.889,5.6,C,2023-10-10
5255,0.0,0.0,2.636,114469773,1.79,42.208,6.2,D,2023-10-10
9113,0.0,0.0,-18.548,-4174000,0.0,-15.956,-4.4,D,2023-10-10
03038,0.0,0.0,9.243,-21145692,22.88,15.75,1.0,D,2023-10-10
03030,1.0,31.25,39.186,1341987,74.91,28.291,0.3,D,2023-10-10
9687,0.49,0.0,10.929,-24048283,25.93,6.406,7.9,D,2023-10-10
0023,0.0,0.0,1.745,2241814,103.45,1.576,-0.7,D,2023-10-10
5606,6.26,19.2,46.75,357726000,12.38,6.073,11.8,C,2023-10-10
5299,6.53,132.56,50.03,113533000,19.22,2.619,2.7,D,2023-10-10
5227,5.64,90.14,66.589,424373000,14.65,10.531,11.1,D,2023-10-10
5225,1.79,28.96,15.074,1951396000,24.62,7.704,17.0,D,2023-10-10
3336,3.23,93.6,19.04,904959000,27.75,2.119,4.5,D,2023-10-10
5614,0.0,0.0,4.295,-3918510,10.85,5.217,0.1,D,2023-10-10
7222,0.62,564.52,5.263,-973478,251.56,1.237,2.2,D,2023-10-10
7243,0.0,0.0,-6.961,700691,0.0,-27.87,-5.4,D,2023-10-10
0166,2.76,99.89,21.278,394097000,32.71,12.669,8.7,D,2023-10-10
2607,0.0,0.0,-70.537,-1154000,0.0,-1.814,-2.8,D,2023-10-10
9393,0.0,0.0,-17.374,-30005132,0.0,-12.111,-1.8,D,2023-10-10
0253,2.85,44.19,23.21,5786000,10.93,47.312,3.7,C,2023-10-10
0265,0.0,0.0,19.258,46710000,0.0,0.0,7.3,D,2023-10-10
7240,0.0,0.0,-66.27,-14888328,0.0,-33.382,-6.3,D,2023-10-10
5178,0.0,0.0,32.209,27784777,4.76,23.496,2.1,D,2023-10-10
5295,6.74,132.74,14.006,34246000,19.42,11.192,3.0,D,2023-10-10
0147,0.0,0.0,-3.895,4777083,0.0,-9.934,-0.1,D,2023-10-10
6262,7.2,165.15,23.758,92767708,14.23,13.435,17.3,D,2023-10-10
3379,2.84,7.65,-2.323,-34995000,4.92,5.411,18.5,D,2023-10-10
0192,4.81,28.74,3.918,-10165202,9.96,9.021,1.8,C,2023-10-10
1961,2.51,77.99,14.066,1458400000,22.74,10.004,17.9,D,2023-10-10
5249,3.01,15.19,49.219,-827674000,6.28,6.518,25.3,C,2023-10-10
5107,0.0,0.0,5.798,1737926,9.38,6.439,8.1,D,2023-10-10
7183,0.0,0.0,-4.633,795000,20.0,0.266,0.4,D,2023-10-10
8834,0.0,0.0,-908.772,18125055,1.41,277.287,35.4,D,2023-10-10
0010,0.0,0.0,9.423,19219000,8.84,8.634,0.7,D,2023-10-10
1589,0.0,0.0,-2.504,-295000,0.0,-3.773,-3.5,D,2023-10-10
5309,0.44,14.84,55.474,-1453000,13.65,29.924,20.1,D,2023-10-10
5175,0.0,0.0,478.272,14592000,0.0,-79.496,-25.6,D,2023-10-10
7043,0.0,0.0,-73.998,-42635069,0.0,-17.272,-12.8,D,2023-10-10
7223,0.0,0.0,-32.585,5173914,0.0,-11.413,-1.0,D,2023-10-10
0024,0.0,0.0,4.77,13417222,37.59,2.353,1.5,D,2023-10-10
4723,0.0,0.0,-55.253,-221265470,8.64,3.558,2.6,D,2023-10-10
8648,0.0,0.0,-5.356,303279,0.0,-1.527,0.0,D,2023-10-10
4383,3.64,30.91,24.342,301496000,5.13,11.588,15.9,C,2023-10-10
7152,8.39,93.9,12.673,20152000,8.72,11.797,8.0,D,2023-10-10
0058,3.75,26.89,63.102,-3888823,6.77,8.09,17.9,C,2023-10-10
5161,0.0,0.0,-29.17,-126569000,0.0,-16.437,-4.2,D,2023-10-10
5673,0.0,0.0,-56.167,-53647000,0.0,-4.836,-1.4,D,2023-10-10
0146,0.92,70.42,22.025,2419000,75.69,9.297,1.3,D,2023-10-10
0127,0.0,0.0,6.718,-17583096,45.15,3.668,3.9,D,2023-10-10
8923,0.0,0.0,-312.467,-15638521,0.0,-19.705,-6.9,D,2023-10-10
03040,0.0,0.0,10.658,-4236352,12.44,13.566,3.4,D,2023-10-10
6769,0.0,0.0,34.248,75745000,9.31,4.761,1.1,D,2023-10-10
7096,0.0,0.0,-168.461,-10273000,0.0,-6.994,-1.3,D,2023-10-10
3441,0.0,0.0,-147.741,-94533000,0.0,-16.427,-1.0,D,2023-10-10
5192,0.0,0.0,-1.212,-3822461,0.0,-0.856,1.1,D,2023-10-10
8672,0.0,0.0,-4.127,22314473,0.0,-2.272,-2.6,D,2023-10-10
0170,0.0,0.0,-18.569,-134894574,0.0,-4.359,-34.4,D,2023-10-10
5247,1.79,0.0,4.215,-35029000,60.8,2.243,1.0,D,2023-10-10
0054,2.0,33.33,4.105,20682782,19.55,3.682,1.3,C,2023-10-10
7216,2.0,39.87,8.331,26337129,19.88,8.45,10.7,C,2023-10-10
3476,3.33,15.11,8.057,237706000,7.0,8.754,56.1,C,2023-10-10
7199,1.44,7.32,8.748,20745271,6.69,14.789,20.5,D,2023-10-10
0193,0.0,0.0,5.187,-6169579,139.34,5.387,0.1,D,2023-10-10
0151,2.0,23.52,6.334,-8829000,14.32,28.941,8.7,C,2023-10-10
7323,0.0,0.0,28.598,13723000,17.21,1.707,1.6,D,2023-10-10
6483,6.86,93.9,8.02,-353709000,14.16,4.576,7.5,D,2023-10-10
7161,6.15,63.9,12.997,89219432,13.38,10.078,9.2,C,2023-10-10
7077,3.66,29.91,31.572,142437000,7.81,22.137,9.9,C,2023-10-10
9334,0.99,0.0,-1.372,-51053000,0.0,-1.651,3.9,D,2023-10-10
0036,0.0,0.0,-48.658,-106771,0.0,-16.277,-0.6,D,2023-10-10
0143,0.0,0.0,-31.83,-4795300,0.0,-16.295,-0.4,D,2023-10-10
6203,0.0,0.0,4.853,-3791056,13.2,-877.763,1.2,D,2023-10-10
7062,3.05,40.42,2.643,13000000,12.96,4.117,43.0,C,2023-10-10
6211,0.0,0.0,-4.156,-1002121,0.0,-2.237,-1.2,D,2023-10-10
5371,0.0,0.0,-8.365,-19287000,0.0,-8.596,-24.1,D,2023-10-10
0210,3.43,0.0,3.115,5330713,36.66,2.375,1.3,D,2023-10-10
5027,5.38,65.36,14.021,149194929,11.4,18.019,16.8,C,2023-10-10
0180,0.0,0.0,5.207,31083089,7.18,13.217,3.2,D,2023-10-10
5171,1.21,0.0,1.234,30604228,0.0,-1.329,-2.0,D,2023-10-10
5280,7.87,62.56,61.091,55448000,0.0,0.0,0.0,C,2023-10-10
9466,4.26,82.64,10.606,41176696,19.81,5.349,4.1,D,2023-10-10
5235SS,5.18,85.03,64.485,1019899000,15.02,6.275,43.4,D,2023-10-10
2453,0.26,0.0,25.507,10838498,12.38,2.814,31.3,D,2023-10-10
7164,0.0,0.0,4.07,174351000,0.0,-55.8,2.4,D,2023-10-10
5035,0.0,0.0,0.11,-21557000,0.0,-1.619,-2.3,D,2023-10-10
6971,1.6,24.53,12.222,-87190272,20.11,7.539,8.8,D,2023-10-10
7017,0.0,0.0,-4.601,-17550000,0.0,-2.844,-0.8,D,2023-10-10
0111,0.0,0.0,0.593,-4276601,81.63,1.424,0.0,D,2023-10-10
4847,0.0,0.0,7.121,3043000,29.7,0.0,-2.4,D,2023-10-10
7153,10.98,0.0,-2.472,-21983000,0.0,-0.171,6.2,D,2023-10-10
0002,5.64,56.28,27.362,56233000,12.07,25.323,44.1,C,2023-10-10
5878,2.81,55.67,14.045,225591000,23.73,9.908,3.9,C,2023-10-10
9121,0.0,0.0,1.799,-3493827,6.5,4.119,10.7,D,2023-10-10
1996,3.48,97.09,6.467,123132000,28.54,5.772,4.7,D,2023-10-10
0176,0.0,0.0,8.509,-8326554,14.91,5.916,2.8,D,2023-10-10
5038,0.0,0.0,36.013,116147894,3.48,9.379,17.6,D,2023-10-10
2445,4.67,91.41,8.753,1403918000,19.84,8.44,200.9,D,2023-10-10
6874,3.57,24.67,5.659,23726000,8.89,6.693,6.1,C,2023-10-10
2186,0.75,0.0,77.191,-1174804,15.18,3.1,9.0,D,2023-10-10
6491,5.0,48.47,14.837,1411000,9.97,5.743,22.9,C,2023-10-10
7033,3.39,45.94,30.547,7250015,13.3,6.415,7.6,C,2023-10-10
9083,0.0,0.0,-1.515,-1879529,0.0,-11.997,-3.2,D,2023-10-10
5310,1.52,0.0,6.881,74841610,7.76,13.584,9.5,D,2023-10-10
5843,9.86,37.44,4.484,83096000,5.93,6.116,13.6,C,2023-10-10
8362,0.0,0.0,1.91,-2728000,4.58,15.48,5.9,D,2023-10-10
0268,1.11,0.0,15.596,973000,14.91,0.0,2.6,D,2023-10-10
7179,4.65,40.96,27.547,112853457,8.08,15.164,18.1,C,2023-10-10
0018,0.0,0.0,-451.295,-1407130,0.0,-30.487,-37.5,D,2023-10-10
3174,4.62,57.47,18.747,-7777000,14.5,2.282,0.9,C,2023-10-10
1643,0.0,0.0,-80.363,-6781000,0.0,-2.219,-6.4,D,2023-10-10
9385,1.07,7.81,4.777,74198261,7.29,6.255,3.8,D,2023-10-10
9326,4.85,35.61,5.752,87124000,5.67,10.275,8.9,C,2023-10-10
8494,3.85,363.7,4.31,-2185307,86.06,0.428,0.5,D,2023-10-10
5789,4.34,32.4,17.274,358521378,8.1,6.925,6.9,C,2023-10-10
9881,3.16,0.0,0.103,51414642,13.61,2.574,4.8,D,2023-10-10
9628,0.0,0.0,2.871,1455920,0.0,0.088,0.1,D,2023-10-10
8079,4.61,55.73,11.806,13253000,12.12,15.164,6.7,C,2023-10-10
0266,0.0,0.0,-5.462,-97165000,0.0,-8.517,-0.6,D,2023-10-10
5232,2.63,83.33,3.627,12384460,13.47,2.495,8.7,D,2023-10-10
6633,3.27,26.79,5.622,329387000,8.11,12.268,6.0,C,2023-10-10
7170,0.0,0.0,8.177,-7248564,79.74,2.715,0.1,D,2023-10-10
0249,1.67,53.94,43.092,12004000,43.6,13.96,2.8,D,2023-10-10
3573,0.0,0.0,-69.098,302000,0.0,-7.112,-10.3,D,2023-10-10
7089,6.08,40.29,13.103,110431587,7.09,13.79,13.9,C,2023-10-10
03047,1.19,24.67,31.415,45485950,6.17,68.627,11.8,B,2023-10-10
4235,0.0,0.0,-16.946,-564641000,0.0,-20.155,-45.8,D,2023-10-10
8486,0.0,0.0,1.235,-81893000,31.72,0.403,0.3,D,2023-10-10
0182,0.0,0.0,-25.367,-39289000,0.0,-17.534,1.0,D,2023-10-10
5284,0.0,0.0,-17.813,-4702360000,0.0,-9.937,-32.1,D,2023-10-10
8303,0.0,0.0,3.271,9294125,127.19,3.252,0.3,D,2023-10-10
8621,5.32,80.78,32.597,915209000,15.47,13.954,69.4,D,2023-10-10
7085,0.0,0.0,6.197,35333241,12.87,8.013,14.4,D,2023-10-10
5068,0.0,0.0,-6.341,-8101395,0.0,-6.776,-0.6,D,2023-10-10
5143,3.37,76.05,6.8,81505731,17.86,5.455,4.3,D,2023-10-10
0075,0.0,0.0,4.532,2459000,0.0,-42.942,-3.5,D,2023-10-10
9199,2.8,13.76,12.782,13134451,9.44,5.384,17.1,C,2023-10-10
0103,0.0,0.0,-61.843,-26489567,0.0,-8.708,-2.9,D,2023-10-10
1198,0.0,0.0,-4.387,-47956000,0.0,-0.184,-0.3,D,2023-10-10
0095,0.0,0.0,24.482,-16025000,9.17,4.683,2.2,D,2023-10-10
7617,0.0,0.0,9.451,-18222974,0.0,-1.459,11.6,D,2023-10-10
7087,5.63,37.48,9.357,48835597,8.58,12.933,22.0,C,2023-10-10
3859,4.91,61.5,9.997,169673000,13.76,4.889,7.0,C,2023-10-10
8583,3.33,33.08,13.457,639378000,11.08,4.878,6.5,C,2023-10-10
8141,0.0,0.0,-48.695,17773443,0.0,-1.817,-4.6,D,2023-10-10
5264,5.04,0.0,5.45,-241649000,0.0,-5.086,5.2,D,2023-10-10
1155,6.6,75.98,49.292,8256940000,11.88,10.216,68.8,D,2023-10-10
3794,1.63,0.0,10.952,169716000,42.41,2.713,9.0,D,2023-10-10
3662,4.8,42.61,2.549,-129622000,6.39,7.517,14.2,C,2023-10-10
3891,0.0,0.0,-5.646,33595000,0.0,-2.55,-0.4,D,2023-10-10
5014,0.55,14.31,44.217,899978000,26.65,6.159,7.8,D,2023-10-10
1171,11.64,146.13,51.206,936416000,12.37,4.848,6.4,D,2023-10-10
5186,2.78,0.0,-15.961,95318000,0.0,-22.333,4.2,D,2023-10-10
5916,6.33,50.36,7.551,225219000,16.04,8.223,23.4,C,2023-10-10
5098,0.0,0.0,1.995,-80569000,42.54,0.75,2.4,D,2023-10-10
5077,0.0,0.0,16.421,104838000,11.64,5.115,9.3,D,2023-10-10
0155,0.0,0.0,-162.052,-1273775,0.0,-44.633,-11.2,D,2023-10-10
3867,1.27,52.07,5.242,-38042000,90.19,3.055,30.8,D,2023-10-10
1651,2.15,0.0,5.74,-19024000,36.28,1.245,1.5,D,2023-10-10
4936,0.0,0.0,49.123,325039,35.18,1.58,3.6,D,2023-10-10
6181,0.0,0.0,3.937,252223000,0.0,-8.805,-16.0,D,2023-10-10
0156,0.0,0.0,-58.273,-14831581,0.0,-16.481,-1.2,D,2023-10-10
03015,0.0,0.0,2.521,1644664,0.0,11.363,0.4,D,2023-10-10
1058,3.61,0.0,4.597,20171000,8.73,4.351,8.9,D,2023-10-10
3514,31.58,218.58,20.859,19712400,10.41,8.741,1.9,D,2023-10-10
5078,0.0,0.0,22.367,81490000,3.76,38.96,6.6,D,2023-10-10
7029,3.92,27.33,16.162,20912000,6.04,16.699,40.0,C,2023-10-10
0189,2.44,115.79,4.188,4967241,81.08,1.106,0.1,D,2023-10-10
5236,6.71,39.1,21.82,208967000,5.88,11.32,19.7,C,2023-10-10
03019,0.0,0.0,11.8,4021466,400.0,0.729,-0.2,D,2023-10-10
4022,5.13,31.25,17.376,64218000,6.21,8.756,5.3,C,2023-10-10
6012,3.96,121.79,19.628,1583000000,27.56,19.083,15.1,D,2023-10-10
5983,3.25,28.37,0.819,42636000,5.91,12.157,71.7,C,2023-10-10
7004,3.18,0.0,13.688,-6850359,6.31,15.508,14.6,D,2023-10-10
0167,0.0,0.0,-10.904,2159102,0.0,-15.403,-1.5,D,2023-10-10
03022,0.0,0.0,-143.241,-1051232,0.0,-268.177,-1.1,D,2023-10-10
5182,0.0,0.0,9.5,-131243203,11.78,3.58,0.0,D,2023-10-10
5090,4.34,0.0,-1.371,6017000,0.0,0.0,0.0,D,2023-10-10
4502,3.41,28.68,7.972,49786000,11.02,6.494,5.0,C,2023-10-10
3069,2.35,18.84,35.841,394695000,8.55,13.922,42.0,C,2023-10-10
5129,1.82,7.14,22.886,-53932923,3.75,6.86,16.4,D,2023-10-10
3778,0.0,0.0,-1.521,5475227,0.0,-1.828,-4.7,D,2023-10-10
1694,0.0,0.0,65.072,103010000,21.68,4.674,3.4,D,2023-10-10
5223,0.0,0.0,-87.91,707247,0.0,-11.364,-25.1,D,2023-10-10
8192,0.0,0.0,-3.706,-8206498,0.0,-9.893,-13.1,D,2023-10-10
5040,0.0,0.0,475.639,-22269000,0.0,-10.442,-5.8,D,2023-10-10
7234,0.0,0.0,11.954,29285000,5.35,13.621,9.1,D,2023-10-10
5011,3.88,89.61,1.084,7186000,22.4,3.188,10.8,D,2023-10-10
0207,0.29,12.5,13.157,-7152281,40.73,11.206,0.9,D,2023-10-10
2097,0.0,0.0,37.284,-11010903,52.9,4.338,0.4,D,2023-10-10
03005,1.11,81.48,19.912,4672596,69.08,16.939,0.8,D,2023-10-10
6149,4.72,47.54,2.318,81233551,10.15,3.631,14.2,C,2023-10-10
0043,0.0,0.0,-27.034,68235636,0.0,-6.892,-0.7,D,2023-10-10
7595,0.72,9.38,6.666,-6630083,12.96,6.1,2.6,D,2023-10-10
5026,3.3,42.25,7.836,68523403,12.69,4.607,17.6,C,2023-10-10
5286,2.34,40.43,19.093,69412559,22.26,6.318,7.7,C,2023-10-10
0126,0.0,0.0,11.874,-13480583,43.44,10.464,2.4,D,2023-10-10
5001,0.0,0.0,-18.746,21797000,0.0,-8.777,-3.4,D,2023-10-10
0112,0.21,6.85,6.331,1543620,32.76,3.154,0.6,D,2023-10-10
7935,0.0,0.0,-13.512,-3527098,0.0,0.075,1.3,D,2023-10-10
5166,0.0,0.0,5.932,7890000,26.97,3.186,0.3,D,2023-10-10
7219,0.0,0.0,-3.933,-44149276,0.0,-9.902,-0.9,D,2023-10-10
5576,0.0,0.0,7.176,14602000,17.8,1.511,2.1,D,2023-10-10
3816,5.08,58.2,22.758,748561000,12.66,6.649,40.8,C,2023-10-10
9571,1.82,14.88,11.681,24122364,8.01,3.778,0.9,D,2023-10-10
8893,0.0,0.0,14.581,39079000,21.06,1.06,1.1,D,2023-10-10
6114,2.86,32.71,12.517,219480751,11.29,3.884,19.5,C,2023-10-10
0085,0.0,0.0,-35.248,-19514916,0.0,-5.535,-0.5,D,2023-10-10
0034,0.0,0.0,-14.85,-17115024,0.0,-24.159,-3.8,D,2023-10-10
03027,0.0,0.0,24.102,9083907,61.88,15.591,0.8,D,2023-10-10
0113,3.77,240.96,4.541,12370937,63.63,2.348,4.5,D,2023-10-10
0245,0.0,0.0,8.469,-3785128,17.87,14.508,1.6,D,2023-10-10
6459,3.8,9.21,7.013,-168376000,4.49,7.92,15.3,D,2023-10-10
0229,0.0,0.0,14.597,7178652,18.01,10.559,1.7,D,2023-10-10
5237,42.86,943.4,84.959,-198303000,3.33,1.734,28.0,D,2023-10-10
0070,0.0,0.0,-97.456,-12651571,0.0,-11.799,0.2,D,2023-10-10
5296,1.66,42.2,18.155,225857000,27.34,35.606,5.0,D,2023-10-10
5202,0.0,0.0,-5.171,-23832000,0.0,-11.238,-25.4,D,2023-10-10
0213,6.98,71.26,22.217,25716629,9.97,14.455,4.4,C,2023-10-10
0092,0.0,0.0,-13.773,-35900261,0.0,-13.817,-1.2,D,2023-10-10
5152,0.0,0.0,9.61,36177944,2.16,29.253,26.0,D,2023-10-10
3883,2.86,0.0,-2.721,-57002000,0.0,-3.477,-3.6,D,2023-10-10
5085,0.0,0.0,-1.156,-32645000,0.0,-3.303,1.2,D,2023-10-10
5703,0.0,0.0,0.577,77680000,0.0,-0.979,-2.8,D,2023-10-10
3913,5.13,35.97,15.39,6553000,3.96,10.924,4.8,C,2023-10-10
3905,0.0,0.0,6.429,-270699000,0.0,-0.514,27.3,D,2023-10-10
9539,0.0,0.0,35.949,8176720,6.8,5.437,7.6,D,2023-10-10
0138,1.79,21.37,60.495,-230788000,12.99,23.748,5.4,D,2023-10-10
5087,0.0,0.0,-0.497,16044205,0.0,-2.497,-3.8,D,2023-10-10
5275,0.0,0.0,-0.049,18753000,0.0,-5.114,-2.9,D,2023-10-10
7692,0.0,0.0,14.575,-1633241,67.75,3.032,0.5,D,2023-10-10
0108,4.4,34.48,13.251,27583750,16.72,5.729,3.2,C,2023-10-10
5073,0.0,0.0,-3.243,14156000,27.62,1.23,5.0,D,2023-10-10
0270,1.12,0.0,13.494,2730219,34.81,27.061,4.1,D,2023-10-10
0056,0.0,0.0,26.632,16044536,11.74,8.188,3.2,D,2023-10-10
2038,1.81,24.39,10.423,34047370,13.62,2.949,39.5,D,2023-10-10
0235,0.0,0.0,-2.294,-82911580,0.0,-13.902,-2.4,D,2023-10-10
4707,2.62,98.36,12.829,199307000,48.96,86.91,264.5,D,2023-10-10
0020,0.0,0.0,-100.729,-6805382,0.0,-12.894,-1.9,D,2023-10-10
7060,6.19,26.57,16.061,49347000,6.19,7.723,32.3,C,2023-10-10
0096,0.0,0.0,-45.837,5543613,0.0,-19.447,-3.5,D,2023-10-10
7241,0.0,0.0,57.409,-49974127,55.81,5.012,1.4,D,2023-10-10
7215,0.0,0.0,-17.785,-7315000,0.0,-7.094,-1.0,D,2023-10-10
7139,0.0,0.0,-21.986,-17257848,0.0,-10.763,-0.7,D,2023-10-10
0083,0.0,0.0,-11.372,7625000,31.49,1.285,1.8,D,2023-10-10
0026,0.0,0.0,-50.101,-7907192,0.0,-30.431,-1.0,D,2023-10-10
03006,1.09,0.0,31.865,457428,0.0,19.435,0.8,D,2023-10-10
0201,2.92,50.97,39.185,2458583,15.72,14.536,4.7,C,2023-10-10
03045,0.0,0.0,-13.108,-291066,0.0,-2.588,-0.1,D,2023-10-10
5047,0.0,0.0,5.209,-42099000,0.0,-0.639,-1.4,D,2023-10-10
5066,7.8,0.0,1.02,-26398074,0.0,-1.141,-0.5,D,2023-10-10
5025,0.0,0.0,-120.317,-6273366,0.0,-12.25,-1.0,D,2023-10-10
4944,0.0,0.0,-836.019,-1704000,0.0,-6.826,-0.8,D,2023-10-10
5533,0.0,0.0,1.573,-350000,23.4,1.859,-3.5,D,2023-10-10
0220,0.0,0.0,4.894,-6463018,29.08,4.787,-0.3,D,2023-10-10
0049,3.28,45.45,9.741,-1043441,13.63,4.885,2.5,C,2023-10-10
0172,0.0,0.0,13.248,-56541000,12.09,5.473,3.1,D,2023-10-10
7071,0.0,0.0,1.894,-57999036,0.0,-3.549,-0.9,D,2023-10-10
7140,6.52,164.23,4.398,-2179065,24.29,3.538,4.5,D,2023-10-10
3018,0.0,0.0,-6.517,7357000,9.13,11.0,6.8,D,2023-10-10
5298,3.03,19.41,10.403,156995000,0.0,0.0,0.0,C,2023-10-10
9008,0.0,0.0,-46.383,5758098,1.49,-23.214,23.6,D,2023-10-10
5079,0.0,0.0,-496.155,-2265037,0.0,-149.381,0.0,D,2023-10-10
03041,5.0,24.04,-4.588,1230037,0.0,-3.076,1.4,C,2023-10-10
5260,0.0,0.0,19.435,25679245,19.76,5.695,2.7,D,2023-10-10
0035,0.0,0.0,13.546,14190198,23.17,5.613,1.8,D,2023-10-10
0040,5.07,58.61,18.632,8107259,12.1,14.75,2.6,C,2023-10-10
0275,1.01,0.0,46.232,4711604,0.0,0.0,4.1,D,2023-10-10
0222,7.01,110.09,21.019,15938000,32.36,24.913,2.2,D,2023-10-10
0252,0.0,0.0,4.105,7727176,0.0,-2.33,-0.4,D,2023-10-10
7107,2.97,34.76,6.398,5024496,13.57,9.031,8.0,C,2023-10-10
4006,7.85,79.24,12.117,286722000,12.58,4.348,80.3,D,2023-10-10
5827,4.1,37.62,18.933,-15379000,9.1,9.228,16.8,C,2023-10-10
5065,1.1,0.0,0.74,-7732000,0.0,-0.278,3.3,D,2023-10-10
5053,4.92,25.6,14.837,-329034000,5.19,8.44,20.7,C,2023-10-10
0053,3.51,13.45,86.335,588856,3.53,12.865,9.7,C,2023-10-10
0153,0.0,0.0,-11.768,-14681084,0.0,-4.569,-0.2,D,2023-10-10
7225,8.16,20.33,9.694,-35424475,11.18,12.479,2.2,C,2023-10-10
7095,1.66,28.17,6.689,-24364962,16.4,12.661,18.2,D,2023-10-10
6009,4.9,448.98,-4.767,10069000,68.17,1.253,20.1,D,2023-10-10
7052,2.53,33.87,15.971,457504000,11.67,23.063,33.8,C,2023-10-10
4081,1.36,20.98,-3.387,-7957000,5.32,11.969,3.9,D,2023-10-10
1287,0.0,0.0,-2.986,-169000,0.0,-2.185,-0.1,D,2023-10-10
3719,6.37,56.46,7.755,72541000,13.09,11.194,131.9,C,2023-10-10
8419,0.52,0.0,3.003,-63930860,35.26,7.93,1.0,D,2023-10-10
5125,6.78,42.8,16.148,62143833,6.31,14.231,14.0,C,2023-10-10
5022,0.0,0.0,0.093,3333029,0.0,-0.05,0.0,D,2023-10-10
0242,0.0,0.0,27.106,-63025610,37.78,8.187,1.7,D,2023-10-10
3611,0.0,0.0,-12.171,-32912348,97.29,0.556,0.5,D,2023-10-10
9407,0.0,0.0,-7.205,-5669285,0.0,-12.339,-6.8,D,2023-10-10
1724,6.31,46.08,26.116,163342000,7.45,4.975,9.6,C,2023-10-10
5657,0.0,0.0,10.094,239978000,0.0,-2.22,-10.5,D,2023-10-10
2682,0.0,0.0,-4.163,-7613116,16.93,1.615,0.9,D,2023-10-10
0022,0.0,0.0,-4.402,-11946552,0.0,-17.738,-2.7,D,2023-10-10
6912,0.0,0.0,-26.326,10869573,0.0,0.483,-3.9,D,2023-10-10
0177,0.0,0.0,-2.221,-41095530,0.0,-8.566,-30.8,D,2023-10-10
5212,7.13,90.38,57.939,361692000,9.05,9.592,13.0,D,2023-10-10
5041,7.5,13.91,9.819,61642000,4.35,7.218,23.3,C,2023-10-10
6068,2.5,0.0,0.499,-19837000,41.62,-3.099,7.5,D,2023-10-10
6254,0.0,0.0,-34.413,-16568000,0.0,-7.039,-1.1,D,2023-10-10
5271,1.93,46.22,21.373,-571000,25.26,17.584,4.7,D,2023-10-10
4464,0.0,0.0,-35.119,-7141000,0.0,-3.972,0.0,D,2023-10-10
0233,2.15,0.0,8.814,-20519956,27.63,8.592,1.6,D,2023-10-10
5231,0.0,0.0,10.03,17645000,7.84,13.387,9.5,D,2023-10-10
9997,1.95,28.54,0.609,-38844097,0.0,-2.119,-2.4,D,2023-10-10
7160,0.39,0.0,20.637,-12913923,43.62,14.183,11.6,D,2023-10-10
8346,0.0,0.0,36.38,71533000,1.88,18.837,13.4,D,2023-10-10
0186,2.38,36.19,54.194,-70739842,15.28,10.5,8.6,C,2023-10-10
7108,0.0,0.0,20.028,62240000,18.34,5.44,0.5,D,2023-10-10
7080,0.0,0.0,-36.987,-4647429,0.0,-7.824,-1.1,D,2023-10-10
8532,0.0,0.0,-275.087,4139000,0.0,-17.539,-8.6,D,2023-10-10
5436,2.87,0.0,1.824,211222000,0.0,-0.348,29.8,D,2023-10-10
8311,0.0,0.0,2.956,44155768,0.0,-1.685,-0.9,D,2023-10-10
5219,0.0,0.0,-30.906,-160576000,0.0,-40.766,-26.2,D,2023-10-10
0171,0.0,56.07,2.397,6133876,16.71,3.943,1.3,D,2023-10-10
5133,13.04,37.74,8.19,57143000,6.94,11.35,4.1,C,2023-10-10
