Date,revenue,capitalExpenditures,grossDividend,netIncome,operatingCashFlow,operatingIncome,preferredDividends,sharesOutstanding,totalEquity,stock_code
2023-06-30,233.33,6.55,0.0,-6.28,-81.16,2.59,0.0,481.74,278.73,5070
2023-03-31,162.59,3.52,0.0,-1.75,-95.73,3.32,0.0,481.74,285.17,5070
2022-12-31,308.26,10.95,0.0,-19.51,69.99,-15.24,0.0,481.74,286.92,5070
2022-09-30,187.51,10.1,0.0,-0.79,-50.56,4.71,0.0,481.74,306.19,5070
2022-06-30,231.04,8.47,0.0,-3.6,-25.38,5.63,0.0,481.74,306.98,5070
2022-03-31,157.13,3.61,0.0,-5.47,-33.93,-0.29,0.0,481.74,310.59,5070
2021-12-31,406.01,18.0,0.0,7.24,-8.29,23.46,0.0,481.74,315.95,5070
2021-09-30,308.37,12.16,0.0,2.97,-109.71,18.03,0.0,481.74,314.15,5070
2023-04-30,146.51,0.74,0.0,19.0,-12.82,20.29,0.0,535.02,157.21,0260
2023-01-31,115.44,0.21,0.0,1.97,2.96,2.73,0.0,535.02,138.73,0260
2022-10-31,125.37,0.18,0.0,8.34,2.88,8.99,0.0,535.02,136.76,0260
2022-07-31,115.28,0.02,0.0,7.52,5.98,8.31,0.0,535.02,80.85,0260
2023-06-30,24.59,4.14,0.0,-7.63,-31.04,-2.03,0.0,99.0,89.56,7010
2023-03-31,47.88,26.5,0.0,3.25,-17.6,5.68,0.0,90.0,97.2,7010
2022-12-31,59.97,24.65,0.0,5.23,0.34,7.81,0.0,90.0,84.44,7010
2022-09-30,30.97,20.39,0.0,0.74,1.76,2.01,0.0,90.0,79.21,7010
2022-06-30,32.36,8.34,0.0,2.49,-18.71,3.16,0.0,90.0,78.47,7010
2022-03-31,35.66,7.58,0.0,2.55,-11.8,2.89,0.0,90.0,75.99,7010
2021-12-31,35.79,8.42,0.0,1.43,-7.33,2.6,0.0,90.0,73.46,7010
2021-09-30,21.74,0.11,0.0,1.96,-8.1,3.62,0.0,90.0,72.42,7010
2023-06-30,87420.45,73.5,1746.96,1618.58,-5814.07,2210.61,0.0,19410.69,53303.2,1295
2023-03-31,85619.45,28.16,0.0,1713.96,-401.77,2259.42,0.0,19410.69,51308.79,1295
2022-12-31,82060.61,186.21,970.53,1713.68,9163.34,2457.52,0.0,19410.69,50179.22,1295
2022-09-30,83436.14,129.21,776.43,1590.31,5589.99,2387.37,0.0,19410.69,49213.6,1295
2022-06-30,84464.19,107.52,1552.86,1416.96,6393.63,2217.65,0.0,19410.69,49097.63,1295
2022-03-31,80043.69,27.86,0.0,1398.56,3621.64,2104.35,0.0,19410.69,47991.27,1295
2021-12-31,81037.47,142.95,1494.62,1380.83,6661.55,2085.76,0.0,19410.69,48162.66,1295
2021-09-30,77387.82,83.68,0.0,1361.35,9746.7,2049.25,0.0,19410.69,46990.53,1295
2023-06-30,49.92,4.41,0.0,8.45,29.51,11.72,0.0,265.85,358.61,8273
2023-03-31,53.28,2.02,0.0,9.03,15.15,11.42,0.0,265.85,349.92,8273
2022-12-31,59.0,10.66,0.0,11.57,38.62,13.12,0.0,265.85,341.29,8273
2022-09-30,55.41,11.39,0.0,9.04,26.95,11.49,0.0,265.4,328.97,8273
2022-06-30,55.39,4.03,0.0,10.59,8.6,12.62,0.0,264.48,319.23,8273
2022-03-31,53.93,0.47,0.0,7.29,2.63,9.16,0.0,264.48,308.71,8273
2021-12-31,56.2,7.98,0.0,9.23,35.4,9.92,0.0,264.48,301.38,8273
2021-09-30,47.98,7.63,0.0,5.98,28.31,8.57,0.0,264.17,287.45,8273
2023-06-30,1.64,11.08,0.0,-1.19,0.1,-1.48,0.0,1801.38,165.3,0007
2023-03-31,1.45,8.81,0.0,-6.83,5.9,-6.3,0.0,1801.38,166.78,0007
2022-12-31,6.66,29.64,0.0,-28.28,-6.48,-26.73,0.0,1721.38,170.79,0007
2022-09-30,1.37,16.66,0.0,-9.66,-11.52,-7.63,0.0,1625.26,196.53,0007
2022-06-30,5.76,16.37,0.0,-7.77,-9.99,-8.14,0.0,1625.26,206.36,0007
2022-03-31,5.45,7.66,0.0,-7.85,-3.88,-6.81,0.0,1625.26,214.29,0007
2021-12-31,6.68,23.53,0.0,-31.59,-29.58,-27.41,0.0,1428.97,197.67,0007
2021-09-30,5.24,20.89,0.0,-11.99,-19.5,-11.36,0.0,1235.31,207.13,0007
2023-06-30,67.29,6.47,0.0,-7.39,3.09,11.04,0.0,552.63,1278.44,6807
2023-03-31,59.25,3.41,0.0,-6.75,3.41,10.69,0.0,552.63,1285.87,6807
2022-12-31,58.47,13.03,0.0,-7.07,69.42,9.53,0.0,552.63,1292.62,6807
2022-09-30,54.08,17.98,0.0,-1.97,32.27,8.28,0.0,447.25,1299.68,6807
2022-06-30,51.54,12.78,0.0,-5.28,57.62,13.38,0.0,447.25,1301.66,6807
2022-03-31,56.84,11.18,0.0,-1.58,44.2,17.58,0.0,447.25,1306.94,6807
2021-12-31,73.88,8.72,0.0,0.45,4.14,13.55,0.0,447.25,1308.48,6807
2021-09-30,64.36,6.94,0.0,-6.48,-19.15,14.59,0.0,447.25,1308.15,6807
2023-06-30,142.23,20.8,0.0,6.82,8.44,9.65,0.0,226.02,333.75,7134
2023-03-31,141.14,10.3,0.0,6.85,-1.54,10.14,0.0,209.34,331.27,7134
2022-12-31,105.59,42.78,5.03,7.54,80.57,7.54,0.0,203.23,324.39,7134
2022-09-30,151.66,30.98,0.0,2.69,45.75,4.36,0.0,199.37,322.03,7134
2022-06-30,116.75,16.57,4.93,3.02,11.75,6.03,0.0,199.36,324.27,7134
2022-03-31,112.23,4.09,0.0,1.6,-5.62,2.55,0.0,199.36,321.25,7134
2021-12-31,111.95,14.24,7.43,6.9,27.32,9.02,0.0,187.62,314.24,7134
2021-09-30,95.45,9.53,0.0,-3.19,-0.84,-2.32,0.0,187.62,314.77,7134
2023-06-30,66.95,9.67,0.0,6.88,0.67,10.49,0.0,834.14,167.52,0196
2023-03-31,57.26,6.93,0.0,4.76,2.04,7.17,0.0,834.14,159.82,0196
2022-12-31,72.97,16.3,4.17,5.46,14.7,6.13,0.0,834.14,158.98,0196
2022-09-30,71.98,14.95,0.0,9.52,-7.73,13.51,0.0,834.14,153.51,0196
2022-06-30,53.12,12.81,0.0,4.73,1.2,6.8,0.0,834.14,144.02,0196
2022-03-31,66.34,9.3,0.0,6.72,-3.01,9.96,0.0,834.14,139.13,0196
2021-12-31,64.26,29.25,3.34,4.42,23.58,5.79,0.0,834.14,135.71,0196
2021-09-30,51.67,27.15,0.0,3.77,3.17,5.47,0.0,834.14,131.49,0196
2023-06-30,1599.44,138.77,0.0,92.81,202.25,152.39,0.0,2433.66,2785.63,7084
2023-03-31,1453.49,239.35,85.18,73.32,618.61,127.86,0.0,2433.66,2656.45,7084
2022-12-31,1629.1,160.3,0.0,97.18,478.05,145.85,0.0,2433.66,2654.94,7084
2022-09-30,1638.23,136.64,85.18,93.9,340.88,142.28,0.0,2433.66,2599.01,7084
2022-06-30,1521.83,78.24,0.0,82.42,141.2,120.34,0.0,2433.66,2570.06,7084
2022-03-31,1361.73,220.23,85.18,69.42,470.4,104.15,0.0,2433.66,2471.13,7084
2021-12-31,1400.84,127.74,0.0,59.79,407.62,109.09,0.0,2433.66,2398.68,7084
2021-09-30,1248.05,93.03,0.0,45.94,247.19,82.57,0.0,2433.66,2423.41,7084
2023-04-30,37.04,0.73,0.0,-3.56,-11.29,-2.29,0.0,57.96,95.5,7544
2023-01-31,46.62,4.25,0.0,-6.38,11.14,-4.42,0.0,57.96,99.06,7544
2022-10-31,63.87,4.09,0.0,2.02,-1.77,5.41,0.0,57.96,105.44,7544
2022-07-31,45.92,2.34,0.0,0.06,5.51,1.63,0.0,57.96,103.41,7544
2022-04-30,52.08,0.57,0.0,2.06,-7.99,3.85,0.0,57.96,103.35,7544
2022-01-31,49.38,5.44,0.0,0.62,-0.04,4.2,0.0,57.96,101.26,7544
2021-10-31,57.0,11.24,0.0,0.76,-10.2,2.54,0.0,57.96,100.66,7544
2021-07-31,36.8,6.11,0.0,0.07,-4.07,2.3,0.0,57.96,99.9,7544
2023-06-30,31.95,2.27,0.0,1.24,7.98,1.81,0.0,525.2,69.82,0202
2023-03-31,33.91,1.18,0.0,2.04,0.9,3.11,0.0,525.2,76.95,0202
2022-12-31,39.16,5.05,0.0,2.31,14.3,4.36,0.0,525.2,77.55,0202
2022-09-30,32.27,0.7,0.0,1.35,7.71,2.14,0.0,525.2,75.31,0202
2022-06-30,36.56,0.03,0.0,2.11,10.13,3.65,0.0,525.2,73.9,0202
2022-03-31,29.64,0.03,0.0,1.7,2.8,2.68,0.0,525.2,74.37,0202
2021-12-31,39.48,0.15,0.0,3.64,-0.09,4.65,0.0,525.2,72.67,0202
2021-09-30,32.4,0.05,0.0,0.5,-7.03,2.0,0.0,525.2,69.04,0202
2023-06-30,14.01,0.42,0.0,-1.39,2.29,-1.15,0.0,50.8,40.21,7498
2023-03-31,15.41,0.52,0.0,-0.36,0.29,-0.11,0.0,50.8,41.59,7498
2022-12-31,14.46,2.52,0.0,-0.99,3.45,-0.69,0.0,50.8,41.96,7498
2022-09-30,15.22,2.96,0.0,0.72,1.77,0.96,0.0,50.8,42.85,7498
2022-06-30,14.8,2.72,0.0,0.09,1.5,0.36,0.0,50.8,42.13,7498
2022-03-31,12.0,1.17,0.0,-0.9,1.49,-0.64,0.0,50.8,42.05,7498
2021-12-31,10.59,1.39,0.0,0.04,2.79,0.44,0.0,50.8,43.05,7498
2021-09-30,11.24,1.27,0.0,-0.1,1.2,0.17,0.0,50.8,43.0,7498
2023-06-30,10.13,15.49,0.0,2.21,9.43,2.44,0.0,245.36,59.92,0236
2023-03-31,6.45,9.82,0.0,2.1,8.96,2.21,0.0,245.36,57.63,0236
2022-12-31,6.1,13.38,0.0,0.14,7.13,0.63,0.0,244.36,55.12,0236
2022-09-30,6.9,6.31,0.0,1.36,12.91,1.27,0.0,223.05,47.68,0236
2022-06-30,6.47,3.33,0.0,1.24,8.92,1.07,0.0,223.05,46.35,0236
2022-03-31,8.38,1.9,0.0,1.04,2.28,0.89,0.0,223.05,45.11,0236
2021-12-31,17.83,3.78,0.0,-0.74,-10.87,-1.23,0.0,223.05,44.06,0236
2021-09-30,21.91,3.3,0.0,4.35,0.55,4.42,0.0,223.05,44.85,0236
2023-06-30,593.67,28.02,0.0,12.06,135.64,52.11,0.0,1431.71,745.77,5272
2023-03-31,520.08,13.74,19.33,11.12,19.86,45.99,0.0,1431.71,777.36,5272
2022-12-31,440.56,54.82,32.2,71.55,124.91,138.4,0.0,1431.71,763.81,5272
2022-09-30,433.99,40.2,0.0,9.32,140.95,44.37,0.0,1438.9,700.04,5272
2022-06-30,458.38,24.02,0.0,7.0,56.09,44.33,0.0,1439.31,699.15,5272
2022-03-31,393.42,14.87,0.0,7.38,67.25,35.93,0.0,1435.58,688.29,5272
2021-12-31,420.9,44.18,12.7,5.73,230.85,34.1,0.0,1440.64,680.79,5272
2021-09-30,380.6,25.38,0.0,8.52,88.44,42.58,0.0,1298.02,630.82,5272
2023-03-31,5.88,0.14,0.0,0.1,-31.14,2.59,0.0,106.9,160.96,7765
2022-12-31,8.27,0.14,0.0,1.86,18.2,5.29,0.0,106.9,160.85,7765
2022-09-30,6.99,0.14,0.0,0.25,-16.65,2.72,0.0,106.9,159.84,7765
2022-06-30,7.34,0.12,0.0,0.37,-19.39,2.66,0.0,106.9,159.59,7765
2022-03-31,6.07,0.05,0.0,0.35,-23.26,2.9,0.0,106.9,159.22,7765
2021-12-31,8.68,0.53,0.0,2.26,6.81,5.69,0.0,106.9,158.87,7765
2021-09-30,7.78,0.64,0.0,0.45,3.92,2.97,0.0,106.9,156.72,7765
2021-06-30,7.69,0.07,0.0,0.4,0.85,2.92,0.0,106.9,156.27,7765
2023-04-30,8.68,0.17,0.0,0.11,-0.09,0.29,0.0,255.0,10.06,03052
2022-10-31,5.75,8.05,0.0,-0.74,-4.25,-0.56,0.0,255.0,9.95,03052
2022-10-30,5.75,8.05,0.0,-0.74,-4.25,-0.56,0.0,255.0,9.95,03052
2022-04-30,3.13,6.35,0.0,-1.42,4.38,-1.33,0.0,255.0,10.61,03052
2023-06-30,83.97,0.12,51.3,36.88,-34.37,49.04,0.0,732.85,787.12,9296
2023-03-31,82.64,2.53,51.23,34.84,-9.46,46.5,0.0,732.85,805.66,9296
2022-12-31,81.57,2.28,168.56,35.18,9.81,46.11,0.0,732.85,771.77,9296
2022-09-30,81.76,1.32,0.0,36.54,-7.36,48.62,0.0,732.38,911.75,9296
2022-06-30,77.66,0.58,0.0,32.23,16.26,42.94,0.0,732.17,875.03,9296
2022-03-31,74.7,2.17,20.96,31.54,102.0,41.49,0.0,731.77,872.07,9296
2021-12-31,76.9,2.21,0.0,34.7,89.68,46.42,0.0,731.73,840.57,9296
2021-09-30,69.82,1.65,25.58,31.55,54.03,42.27,0.0,729.14,825.29,9296
2023-06-30,50.69,22.82,0.0,32.63,7.8,-3.78,0.0,2128.96,376.41,5256
2023-03-31,47.3,20.49,0.0,-26.69,14.01,-19.54,0.0,2128.96,362.77,5256
2022-12-31,55.31,52.72,0.0,-168.47,28.77,-104.59,0.0,1096.41,181.81,5256
2022-09-30,39.28,36.41,0.0,16.92,14.92,-1.17,0.0,1096.41,302.63,5256
2022-06-30,23.65,21.55,0.0,-6.01,2.78,-38.49,0.0,1096.41,292.77,5256
2022-03-31,51.22,8.48,0.0,0.37,12.3,2.74,0.0,1096.41,303.93,5256
2021-12-31,54.56,59.41,0.0,-63.68,57.49,-29.45,0.0,1096.41,303.2,5256
2021-09-30,41.97,15.56,0.0,-0.92,47.49,0.13,0.0,1096.41,367.89,5256
2023-06-30,2.57,0.43,0.0,-0.47,-0.19,-0.47,0.0,105.0,2.41,03002
2022-12-31,2.42,0.86,0.0,-0.54,0.89,-0.43,0.0,105.0,2.86,03002
2022-06-30,2.29,0.54,0.0,-0.32,0.26,-0.32,0.0,105.0,3.4,03002
2021-12-31,2.31,0.84,0.0,-0.39,0.08,-0.3,0.0,105.0,3.71,03002
2021-06-30,2.06,0.41,0.0,-0.68,-0.35,-0.67,0.0,105.0,4.09,03002
2020-12-31,2.11,1.01,0.0,-1.43,-1.32,-1.42,0.0,105.0,4.81,03002
2020-06-30,1.8,0.63,0.0,-1.29,-0.68,-1.28,0.0,105.0,6.21,03002
2019-12-31,1.72,0.87,0.0,-1.39,-0.68,-1.37,0.0,105.0,7.52,03002
2018-09-30,0.0,0.0,0.0,-4.16,-6.55,6.08,0.0,1000.0,17.03,5270
2018-03-31,0.0,0.0,0.0,-3.99,-3.33,5.81,0.0,1000.0,21.19,5270
2017-09-30,0.0,0.0,0.0,-3.78,-6.75,5.73,0.0,1000.0,25.18,5270
2017-03-31,0.0,0.0,0.0,-3.84,-3.63,5.74,0.0,1000.0,28.96,5270
2016-09-30,0.0,0.14,0.0,-3.62,-5.83,6.16,0.0,1000.0,32.8,5270
2016-03-31,0.0,0.14,0.0,-3.25,-1.93,3.1,0.0,1000.0,36.42,5270
2015-09-30,0.0,0.06,0.0,-0.87,-1.65,-0.87,0.0,200.0,8.84,5270
2015-06-30,0.0,0.0,0.0,-0.48,-0.72,-0.48,0.0,200.0,9.71,5270
2022-12-31,11.67,0.28,0.0,2.05,4.56,2.73,0.0,159.4,17.38,03036
2022-06-30,16.14,0.55,0.0,2.84,3.89,5.05,0.0,159.4,16.61,03036
2021-12-31,10.5,0.18,0.0,2.21,4.03,3.05,0.0,159.4,14.65,03036
2021-06-30,9.75,0.2,0.0,3.77,1.14,3.37,0.0,159.4,13.75,03036
2020-12-31,9.63,0.14,0.0,2.1,0.5,2.17,0.0,159.4,10.92,03036
2020-06-30,6.27,0.42,0.0,1.08,7.49,1.09,0.0,159.4,6.5,03036
2019-12-31,10.33,0.3,0.0,1.6,4.38,1.72,0.0,159.4,5.44,03036
2023-06-30,70.87,27.09,0.0,11.8,108.29,12.1,0.0,772.95,257.11,0032
2023-03-31,51.32,19.38,0.0,13.69,-11.69,15.54,0.0,772.95,258.72,0032
2022-12-31,53.59,10.74,0.0,21.4,-3.95,13.88,0.0,772.95,248.79,0032
2022-09-30,42.05,3.67,0.0,13.95,-0.63,12.27,0.0,772.95,220.17,0032
2022-06-30,42.41,13.39,13.91,10.32,66.58,17.32,0.0,772.95,218.11,0032
2022-03-31,36.72,0.79,0.0,10.12,38.52,15.01,0.0,772.95,205.67,0032
2021-12-31,40.39,0.61,0.0,10.98,41.5,12.75,0.0,772.95,184.62,0032
2021-09-30,38.52,0.15,0.0,8.04,9.52,12.46,0.0,772.95,173.05,0032
2023-06-30,0.68,0.04,0.0,-6.41,-0.32,-6.34,0.0,592.0,52.47,0081
2023-03-31,0.6,0.01,0.0,-7.68,-0.67,-7.68,0.0,592.0,58.88,0081
2022-12-31,1.07,0.01,0.0,-0.3,-0.39,-0.3,0.0,592.0,66.56,0081
2022-09-30,2.01,0.0,0.0,-0.39,-0.12,-0.39,0.0,592.0,66.86,0081
2022-06-30,4.62,0.04,0.0,-4.49,-5.36,-4.48,0.0,592.0,67.25,0081
2022-03-31,4.03,0.03,0.0,0.25,-2.35,0.25,0.0,582.0,71.0,0081
2021-12-31,3.66,0.03,0.0,0.69,-2.54,0.69,0.0,552.51,69.65,0081
2021-09-30,3.06,0.0,0.0,0.33,0.26,0.33,0.0,552.51,66.61,0081
2023-06-30,10.05,6.18,0.0,2.87,-9.36,8.2,0.0,597.08,223.63,7130
2023-03-31,22.21,5.77,0.0,1.88,-25.76,4.89,0.0,571.55,215.84,7130
2022-12-31,8.66,6.98,0.0,-0.51,-2.98,0.2,0.0,542.8,207.36,7130
2022-09-30,21.27,0.0,0.0,2.13,-19.02,3.33,0.0,542.8,209.94,7130
2022-06-30,140.38,5.22,0.0,5.95,-76.09,17.63,0.0,542.8,205.74,7130
2022-03-31,50.29,3.3,0.0,6.68,-52.7,10.42,0.0,542.8,211.52,7130
2021-12-31,58.58,3.01,0.0,1.9,-45.24,5.37,0.0,542.8,205.17,7130
2021-09-30,43.78,2.15,0.0,3.15,-20.72,5.13,0.0,452.33,144.63,7130
2023-06-30,51.79,10.34,0.0,1.39,-16.54,3.24,0.0,290.45,77.64,0219
2023-03-31,44.95,5.79,0.0,0.35,-26.64,1.96,0.0,290.45,76.08,0219
2022-12-31,32.43,5.22,0.0,3.36,-2.98,2.96,0.0,290.45,75.73,0219
2022-09-30,41.43,5.85,0.0,0.43,-12.62,2.75,0.0,290.45,72.36,0219
2022-06-30,17.17,4.32,0.0,-3.32,-7.74,-0.52,0.0,290.45,72.44,0219
2022-03-31,6.48,1.12,0.0,-3.11,-5.2,-3.82,0.0,290.45,75.76,0219
2021-12-31,33.84,9.38,0.0,0.87,9.16,2.27,0.0,290.45,78.87,0219
2021-09-30,38.19,6.07,0.0,5.84,11.99,9.3,0.0,290.45,74.09,0219
2023-06-30,25.15,0.59,0.0,1.31,-0.43,2.83,0.0,195.74,175.18,7232
2023-03-31,23.57,4.65,0.0,2.51,-4.75,3.05,0.0,195.74,174.08,7232
2022-12-31,22.04,1.91,0.0,-1.24,-4.03,-0.59,0.0,194.41,171.54,7232
2022-09-30,23.27,0.97,0.0,-0.8,-2.24,0.01,0.0,194.41,172.46,7232
2022-06-30,21.09,0.73,0.0,0.54,-1.12,1.28,0.0,194.41,173.53,7232
2022-03-31,19.0,31.76,0.0,1.88,5.53,2.7,0.0,194.41,174.51,7232
2021-12-31,21.63,6.45,0.0,1.7,-1.88,3.01,0.0,182.94,165.86,7232
2021-09-30,19.59,1.52,0.0,0.64,1.0,1.3,0.0,182.94,165.87,7232
2023-06-30,15.25,8.91,0.0,-9.03,-36.01,-8.42,0.0,476.92,175.96,0200
2023-03-31,10.1,8.13,0.0,-9.36,-27.94,-7.78,0.0,482.2,138.06,0200
2022-12-31,4.9,7.11,0.0,-14.27,-21.8,-13.86,0.0,482.2,147.38,0200
2022-09-30,20.82,5.39,0.0,-3.33,0.51,-1.47,0.0,476.92,153.67,0200
2022-06-30,25.92,18.81,0.0,-0.23,20.37,1.14,0.0,476.92,157.04,0200
2022-03-31,22.84,15.12,0.0,4.66,26.13,7.48,0.0,466.23,171.4,0200
2021-12-31,27.44,8.53,0.0,4.56,9.99,7.42,0.0,465.12,165.92,0200
2021-09-30,18.84,7.77,0.0,3.46,7.44,5.42,0.0,463.55,160.19,0200
2023-06-30,37.53,1.76,0.0,-38.76,-7.8,-38.09,0.0,657.67,103.56,9946
2023-03-31,36.08,2.09,0.0,-1.81,-6.36,-1.19,0.0,657.67,139.19,9946
2022-12-31,41.96,1.17,0.0,-1.86,-10.51,-1.18,0.0,657.67,139.75,9946
2022-09-30,47.09,0.48,0.0,-1.97,-8.97,-1.33,0.0,657.67,144.66,9946
2022-06-30,40.9,6.03,0.0,0.06,1.93,0.55,0.0,565.69,129.71,9946
2022-03-31,39.5,4.93,0.0,0.54,0.73,1.04,0.0,565.69,129.28,9946
2021-12-31,40.52,3.23,0.0,0.83,-0.28,1.35,0.0,565.69,128.6,9946
2021-09-30,40.19,1.51,0.0,0.6,-2.1,1.16,0.0,565.69,128.89,9946
2023-06-30,7.22,0.49,0.0,3.67,12.11,4.4,0.0,173.22,49.58,0106
2023-03-31,6.14,0.48,0.0,2.19,10.67,3.03,0.0,173.22,45.48,0106
2022-12-31,6.84,0.18,0.0,2.72,6.67,3.71,0.0,173.22,42.75,0106
2022-09-30,6.54,0.01,0.0,2.43,2.38,3.35,0.0,173.22,47.01,0106
2022-06-30,7.58,1.15,0.0,2.1,6.07,2.74,0.0,173.22,44.64,0106
2022-03-31,6.6,0.65,0.0,1.87,4.1,2.73,0.0,174.26,43.55,0106
2021-12-31,5.92,0.61,0.0,2.51,1.55,3.45,0.0,174.26,41.74,0106
2021-09-30,6.11,0.57,0.0,2.63,1.36,3.45,0.0,174.26,46.88,0106
2023-06-30,333.66,15.15,0.0,26.5,135.54,29.54,0.0,1543.46,286.74,0037
2023-03-31,95.16,12.72,0.0,10.54,38.95,12.04,0.0,1543.46,247.56,0037
2022-12-31,119.84,13.58,0.0,9.36,74.4,12.68,0.0,1543.46,237.3,0037
2022-09-30,70.34,8.56,0.0,1.27,120.2,1.78,0.0,1543.46,238.66,0037
2022-06-30,50.33,1.46,0.0,-2.66,16.5,-2.06,0.0,1543.46,226.71,0037
2022-03-31,32.04,0.65,0.0,-3.31,1.86,-2.87,0.0,1543.46,220.35,0037
2021-12-31,55.17,2.1,0.0,-0.55,14.83,1.74,0.0,1543.46,222.37,0037
2021-09-30,70.08,2.26,0.0,-5.57,11.49,-4.86,0.0,1543.46,223.64,0037
2023-06-30,20.05,15.41,0.0,-2.61,8.74,-1.22,0.0,1057.49,152.03,9954
2023-03-31,27.55,11.55,0.0,0.45,7.62,1.25,0.0,1029.77,151.87,9954
2022-12-31,26.69,7.63,0.0,1.59,7.48,2.72,0.0,980.46,146.49,9954
2022-09-30,33.03,3.54,0.0,2.33,-1.07,3.73,0.0,946.66,141.52,9954
2022-06-30,35.5,45.51,0.0,3.15,10.07,4.34,0.0,946.05,139.13,9954
2022-03-31,40.19,31.05,0.0,4.21,2.12,4.98,0.0,943.63,139.57,9954
2021-12-31,26.19,11.42,0.0,1.5,-9.16,3.29,0.0,674.79,103.2,9954
2021-09-30,19.35,4.92,0.0,1.13,-4.44,2.28,0.0,665.45,100.76,9954
2023-06-30,79362.12,188.3,0.0,808.7,-3638.89,892.7,0.0,4286.35,30039.6,1066
2023-03-31,75663.25,93.23,0.0,761.67,-2134.97,884.04,0.0,4247.37,29883.96,1066
2022-12-31,70293.69,389.4,1061.84,772.12,5829.05,1050.97,0.0,4247.37,28715.09,1066
2022-09-30,71697.54,286.09,0.0,700.48,4627.08,1102.36,0.0,4212.08,28044.3,1066
2022-06-30,67246.67,171.55,631.81,634.83,1583.23,1031.23,0.0,4212.08,27427.8,1066
2022-03-31,66219.36,76.54,0.0,600.27,-278.25,989.94,0.0,4142.92,28068.06,1066
2021-12-31,63407.92,319.26,1035.73,631.17,11602.81,1030.63,0.0,4142.92,27998.33,1066
2021-09-30,61148.34,218.04,0.0,635.59,3388.78,1016.78,0.0,4068.36,27857.64,1066
2023-06-30,45.17,1.37,0.0,2.57,-3.57,3.72,0.0,221.23,159.02,5278
2023-03-31,48.54,0.38,0.0,3.13,-3.1,4.54,0.0,221.23,156.46,5278
2022-12-31,53.72,2.26,0.0,3.06,-4.09,4.96,0.0,221.23,153.34,5278
2022-09-30,51.38,1.07,0.0,3.2,1.6,5.57,0.0,221.23,152.49,5278
2022-06-30,46.83,0.98,0.0,3.02,-1.38,4.9,0.0,221.23,151.49,5278
2022-03-31,46.22,0.29,0.0,3.46,1.85,5.26,0.0,220.95,148.28,5278
2021-12-31,49.02,10.14,0.0,3.14,11.19,5.84,0.0,200.86,131.36,5278
2021-09-30,43.84,5.39,0.0,3.16,4.33,5.12,0.0,200.86,130.24,5278
2023-06-30,130.97,21.93,0.0,9.2,115.82,8.82,0.0,194.31,685.96,7006
2023-03-31,97.91,12.26,0.0,-8.28,78.19,-7.86,0.0,194.31,660.2,7006
2022-12-31,186.3,5.93,0.0,11.27,57.57,14.86,0.0,194.31,675.53,7006
2022-09-30,234.24,3.16,0.0,10.39,13.48,15.26,0.0,194.31,681.97,7006
2022-06-30,240.19,6.44,9.72,17.45,26.6,26.0,0.0,194.31,655.26,7006
2022-03-31,194.78,4.69,0.0,10.84,-4.49,13.76,0.0,194.31,625.82,7006
2021-12-31,152.54,3.61,1.94,5.75,8.27,8.08,0.0,194.31,617.64,7006
2021-09-30,168.81,1.27,0.0,1.48,16.03,3.58,0.0,194.31,612.64,7006
2023-06-30,121.96,25.62,0.0,-0.06,18.88,5.62,0.0,2041.72,364.55,5113
2023-03-31,104.84,10.86,0.0,-17.38,-2.57,-16.03,0.0,2041.72,365.35,5113
2022-12-31,154.15,25.36,0.0,-3.19,63.71,-0.7,0.0,2041.72,382.73,5113
2022-09-30,149.43,16.46,0.0,-10.66,50.35,-7.49,0.0,2041.72,385.92,5113
2022-06-30,212.05,7.94,0.0,9.65,57.15,17.57,0.0,2041.72,396.58,5113
2022-03-31,160.29,3.6,0.0,3.88,8.47,8.97,0.0,2041.72,386.94,5113
2021-12-31,166.13,16.14,0.0,-2.61,60.75,2.63,0.0,2041.72,383.06,5113
2021-09-30,141.21,12.27,0.0,6.68,29.64,12.27,0.0,2041.72,385.67,5113
2023-06-30,8.17,2.93,0.0,1.8,3.64,2.51,0.0,64.85,370.73,2542
2023-03-31,8.64,1.22,0.0,2.12,3.29,2.99,0.0,64.85,368.94,2542
2022-12-31,10.41,5.59,0.0,-0.6,32.01,0.31,0.0,64.85,366.82,2542
2022-09-30,11.38,3.33,0.0,3.4,4.06,4.98,0.0,64.85,380.71,2542
2022-06-30,16.85,1.45,0.0,6.62,12.51,9.24,0.0,64.85,377.31,2542
2022-03-31,16.28,0.35,0.0,4.67,6.03,7.2,0.0,64.85,383.91,2542
2021-12-31,13.73,1.14,0.0,8.3,38.26,10.73,0.0,64.85,378.88,2542
2021-09-30,14.27,0.63,0.0,3.93,18.68,6.18,0.0,64.85,283.29,2542
2023-06-30,54.01,4.52,0.0,0.0,17.85,0.0,0.0,0.0,332.56,9741
2023-03-31,100.64,1.72,0.0,0.98,-0.74,7.21,0.0,472.66,329.54,9741
2022-12-31,111.48,14.4,0.0,2.61,-41.14,11.12,0.0,472.66,328.28,9741
2022-09-30,96.58,8.49,0.0,8.24,-41.91,13.51,0.0,472.66,327.13,9741
2022-06-30,90.0,9.95,0.0,0.6,-10.02,0.9,0.0,472.66,318.39,9741
2022-03-31,138.04,1.2,0.0,6.82,-25.77,9.73,0.0,472.66,317.76,9741
