stock_code,rEPS,rDPS,rROE,rOM,rPR,rFCF,rDate,rPE,rDY,rClass
5029,0.41,0.16,0.184,0.241,0.39,320.07,2022-09-30,8.978,0.043,C
5029,0.366,0.18,0.161,0.233,0.492,327.92,2022-12-31,10.113,0.049,C
5029,0.296,0.18,0.128,0.2,0.608,307.71,2023-03-31,12.833,0.047,C
5029,0.188,0.18,0.081,0.153,0.958,227.76,2023-06-30,19.692,0.049,D
6041,-0.054,0.0,-0.058,-0.428,-0.0,0.15,2022-09-30,-4.545,0.0,D
6041,-0.071,0.0,-0.077,-0.644,-0.0,7.99,2022-12-31,-3.333,0.0,D
6041,-0.103,0.0,-0.115,-0.893,-0.0,5.29,2023-03-31,-2.239,0.0,D
6041,-0.148,0.0,-0.17,-1.276,-0.0,-6.67,2023-06-30,-1.491,0.0,D
5306,0.03,0.011,0.105,0.123,0.359,-173.04,2022-09-30,53.829,0.007,D
5306,0.034,0.011,0.102,0.125,0.318,-300.36,2022-12-31,47.572,0.007,D
5306,0.027,0.01,0.081,0.101,0.374,-427.02,2023-03-31,55.641,0.007,D
0084,-0.03,0.0,-0.03,0.002,-0.0,-104.22,2022-09-30,-5.185,0.0,D
0084,-0.034,0.0,-0.039,-0.015,-0.0,-48.31,2022-12-31,-3.853,0.0,D
0084,-0.037,0.0,-0.05,-0.022,-0.0,-34.19,2023-03-31,-3.491,0.0,D
0084,-0.036,0.0,-0.054,-0.022,-0.0,-29.11,2023-06-30,-2.505,0.0,D
7229,0.153,0.941,0.052,0.079,6.17,-34.75,2022-09-30,10.16,0.607,D
7229,0.166,0.894,0.058,0.1,5.372,-56.54,2022-12-31,10.339,0.52,D
7229,0.185,0.04,0.066,0.106,0.216,-16.37,2023-03-31,10.205,0.021,C
7229,0.196,0.04,0.067,0.11,0.204,101.33,2023-06-30,9.217,0.022,C
2755,0.071,0.0,0.087,0.621,0.0,-154.02,2022-09-30,14.689,0.0,D
2755,0.089,0.0,0.106,0.794,0.0,-88.76,2022-12-31,11.748,0.0,D
2755,0.096,0.0,0.111,0.85,0.0,-2.84,2023-03-31,10.869,0.0,D
2755,0.103,0.0,0.116,0.878,0.0,-1.25,2023-06-30,10.124,0.0,D
8605,0.119,0.0,0.13,0.128,0.0,-11.36,2022-09-30,4.413,0.0,D
8605,0.121,0.0,0.131,0.137,0.0,-16.73,2022-12-31,4.29,0.0,D
8605,0.065,0.0,0.07,0.093,0.0,-15.51,2023-03-31,9.863,0.0,D
8605,0.099,0.0,0.104,0.153,0.0,7.72,2023-06-30,6.19,0.0,D
5222,0.398,0.12,0.255,0.086,0.302,2099.92,2022-09-30,3.546,0.085,C
5222,0.364,0.11,0.226,0.075,0.302,2196.71,2022-12-31,3.622,0.083,C
5222,0.266,0.11,0.163,0.061,0.413,2881.78,2023-03-31,5.554,0.074,C
5222,0.16,0.07,0.098,0.042,0.436,2804.16,2023-06-30,9.04,0.048,C
6939,0.073,0.0,0.066,0.153,0.0,7.5,2022-09-30,13.499,0.0,D
6939,0.084,0.0,0.074,0.171,0.0,54.15,2022-12-31,13.167,0.0,D
6939,0.106,0.0,0.092,0.18,0.0,90.3,2023-03-31,9.302,0.0,D
6939,0.126,0.0,0.105,0.2,0.0,141.39,2023-06-30,7.389,0.0,D
0149,0.044,0.0,0.08,0.34,0.0,4.17,2022-08-31,8.502,0.0,D
0149,0.047,0.0,0.083,0.355,0.0,5.14,2022-11-30,7.946,0.0,D
0149,0.063,0.0,0.109,0.408,0.0,6.27,2023-02-28,6.317,0.0,D
0149,0.05,0.0,0.086,0.338,0.0,8.69,2023-05-31,7.678,0.0,D
03026,0.064,0.0,0.371,0.218,0.0,12.48,2021-12-31,5.132,0.0,D
03026,0.068,0.0,0.366,0.202,0.0,8.03,2022-06-30,4.879,0.0,D
03026,0.043,0.0,0.231,0.158,0.0,5.33,2022-12-31,7.673,0.0,D
03026,0.046,0.0,0.24,0.166,0.0,4.3,2023-06-30,7.178,0.0,D
3107,0.253,0.15,0.105,0.273,0.593,149.82,2022-09-30,7.387,0.08,C
3107,0.236,0.15,0.097,0.252,0.636,109.43,2022-12-31,8.13,0.078,C
3107,0.152,0.125,0.062,0.165,0.822,61.45,2023-03-31,12.879,0.064,D
3107,0.114,0.125,0.047,0.137,1.102,29.22,2023-06-30,16.988,0.065,D
0150,-0.024,0.0,-0.516,-1.317,-0.0,-290.12,2022-09-30,-0.425,0.0,D
0150,-0.015,0.0,-0.362,-2.706,-0.0,-212.3,2022-12-31,-0.663,0.0,D
0150,-0.013,0.0,-0.346,-0.949,-0.0,-135.26,2023-03-31,-0.755,0.0,D
0150,-0.005,0.0,-0.145,-0.485,-0.0,-62.73,2023-06-30,-0.932,0.0,D
9318,-0.059,0.0,-0.118,-0.098,-0.0,41.36,2022-09-30,-1.266,0.0,D
9318,-0.061,0.0,-0.13,-0.105,-0.0,34.15,2022-12-31,-1.384,0.0,D
9318,-0.092,0.0,-0.204,-0.164,-0.0,145.01,2023-03-31,-0.871,0.0,D
9318,-0.099,0.0,-0.213,-0.194,-0.0,43.82,2023-06-30,-0.406,0.0,D
0231,-0.003,0.0,-0.019,0.04,-0.0,-25.19,2022-09-30,-74.658,0.0,D
0231,-0.014,0.0,-0.098,-0.014,-0.0,-39.67,2022-12-31,-16.378,0.0,D
0231,-0.015,0.0,-0.111,-0.036,-0.0,-30.07,2023-03-31,-10.024,0.0,D
0231,-0.012,0.0,-0.09,-0.033,-0.0,-18.62,2023-06-30,-12.177,0.0,D
7210,0.085,0.03,0.132,0.06,0.354,20.54,2022-09-30,6.252,0.057,C
7210,0.086,0.03,0.131,0.063,0.349,97.57,2022-12-31,6.403,0.055,C
7210,0.084,0.01,0.126,0.068,0.119,200.12,2023-03-31,7.213,0.017,D
7210,0.075,0.01,0.111,0.071,0.133,299.83,2023-06-30,7.511,0.018,D
0116,-0.016,0.0,-0.524,-0.235,-0.0,-39.19,2022-09-30,-0.917,0.0,D
0116,-0.015,0.0,-0.535,-0.442,-0.0,-49.83,2022-12-31,-1.354,0.0,D
0116,-0.012,0.0,-0.502,-0.264,-0.0,-42.48,2023-03-31,-1.211,0.0,D
0116,-0.002,0.0,-0.085,0.011,-0.0,-10.81,2023-06-30,-7.28,0.0,D
5197,0.193,0.0,0.231,0.301,0.0,130.1,2022-09-30,3.206,0.0,B
5197,0.127,0.0,0.149,0.269,0.0,184.54,2022-12-31,4.958,0.0,D
5197,0.087,0.0,0.101,0.223,0.0,148.56,2023-03-31,5.976,0.0,D
5197,0.038,0.0,0.044,0.119,0.0,88.86,2023-06-30,13.5,0.0,D
0157,0.075,0.018,0.407,0.211,0.238,128.82,2022-09-30,9.789,0.024,C
0157,0.078,0.021,0.391,0.207,0.276,134.38,2022-12-31,11.147,0.025,C
0157,0.078,0.021,0.368,0.203,0.274,131.89,2023-03-31,15.451,0.018,D
0157,0.071,0.011,0.317,0.19,0.151,129.43,2023-06-30,11.191,0.013,D
9172,0.495,0.2,0.287,0.154,0.405,105.38,2022-09-30,6.043,0.067,A
9172,0.415,0.0,0.233,0.144,0.0,232.81,2022-12-31,7.79,0.0,B
9172,0.37,0.0,0.203,0.15,0.0,220.05,2023-03-31,7.981,0.0,B
9172,0.345,0.0,0.186,0.153,0.0,170.99,2023-06-30,6.813,0.0,D
5277,0.025,5.035,0.131,0.228,200.22,30.55,2022-09-30,22.866,8.756,D
5277,0.022,5.029,0.114,0.206,225.974,25.46,2022-12-31,21.568,10.477,D
5277,0.021,5.011,0.106,0.2,239.014,21.6,2023-03-31,20.032,11.931,D
5277,0.017,5.003,0.084,0.182,299.294,19.12,2023-06-30,23.628,12.667,D
3689,1.045,0.33,0.131,0.1,0.316,-267.97,2022-09-30,20.674,0.015,D
3689,1.333,0.33,0.163,0.123,0.247,21.69,2022-12-31,16.184,0.015,D
3689,1.353,0.33,0.162,0.124,0.244,569.47,2023-03-31,19.212,0.013,D
3689,1.358,0.33,0.158,0.122,0.243,1351.17,2023-06-30,18.566,0.013,D
0128,0.095,0.041,0.298,0.348,0.431,166.34,2022-09-30,28.893,0.015,D
0128,0.095,0.016,0.291,0.339,0.168,200.59,2022-12-31,32.298,0.005,D
0128,0.093,0.016,0.273,0.333,0.171,213.97,2023-03-31,33.372,0.005,D
0128,0.076,0.0,0.216,0.334,0.0,229.21,2023-06-30,41.217,0.0,D
9377,-0.023,0.0,-1.847,-0.752,-0.0,-13.97,2022-09-30,-9.121,0.0,D
9377,0.014,0.0,0.592,0.388,0.0,-18.69,2022-12-31,18.854,0.0,D
9377,0.012,0.0,0.361,0.328,0.0,-19.49,2023-03-31,20.891,0.0,D
9377,0.011,0.0,0.293,0.314,0.0,-15.23,2023-06-30,23.441,0.0,D
7676,-0.041,0.0,-0.111,-0.179,-0.0,-70.16,2022-09-30,-11.41,0.0,D
7676,-0.058,0.0,-0.164,-0.333,-0.0,-60.11,2022-12-31,-7.725,0.0,D
7676,-0.051,0.0,-0.15,-0.297,-0.0,-60.43,2023-03-31,-8.295,0.0,D
7676,-0.054,0.0,-0.164,-0.409,-0.0,-61.33,2023-06-30,-8.273,0.0,D
7184,-0.005,0.0,-0.367,-0.329,-0.0,-10.45,2022-09-30,-5.023,0.0,D
7184,-0.003,0.0,-0.226,-0.74,-0.0,-15.13,2022-12-31,-9.309,0.0,D
7184,-0.003,0.0,-0.173,-0.544,-0.0,-16.46,2023-03-31,-11.519,0.0,D
7184,-0.001,0.0,-0.096,-0.167,-0.0,-24.78,2023-06-30,-17.221,0.0,D
5226,0.036,0.0,0.04,0.128,0.0,-56.12,2022-09-30,7.718,0.0,D
5226,0.037,0.0,0.041,0.093,0.0,-88.62,2022-12-31,6.972,0.0,D
5226,0.034,0.0,0.037,0.086,0.0,-77.62,2023-03-31,9.327,0.0,D
5226,0.03,0.0,0.032,0.082,0.0,-15.37,2023-06-30,9.114,0.0,D
9261,0.057,0.007,0.05,0.13,0.124,276.18,2022-08-31,6.095,0.02,C
9261,0.007,0.007,0.006,0.067,1.069,210.32,2022-11-30,49.606,0.022,D
9261,-0.008,0.007,-0.007,0.049,-0.904,155.75,2023-02-28,-39.372,0.023,D
9261,-0.04,0.0,-0.036,-0.025,-0.0,40.87,2023-05-31,-7.199,0.0,D
0206,-0.011,0.0,-0.019,0.098,-0.0,-19.44,2022-09-30,-24.949,0.0,D
0206,-0.004,0.0,-0.008,0.097,-0.0,-0.89,2022-12-31,-73.518,0.0,D
0206,-0.011,0.0,-0.019,0.074,-0.0,-5.91,2023-03-31,-30.298,0.0,D
0206,-0.009,0.0,-0.015,0.079,-0.0,115.67,2023-06-30,-36.604,0.0,D
5398,0.318,0.12,0.084,0.129,0.377,-158.05,2022-07-31,11.785,0.032,C
5398,0.714,0.122,0.181,0.124,0.17,-18.67,2022-10-31,5.393,0.032,C
5398,0.713,0.505,0.179,0.126,0.709,-265.12,2023-01-31,5.496,0.129,C
5398,0.707,0.5,0.176,0.115,0.708,-695.32,2023-04-30,5.872,0.121,C
5209,0.283,0.21,0.321,0.068,0.742,1206.31,2022-09-30,11.477,0.065,C
5209,0.303,0.228,0.333,0.072,0.75,1261.47,2022-12-31,10.746,0.07,D
5209,0.306,0.228,0.329,0.067,0.743,1096.95,2023-03-31,10.316,0.072,C
5209,0.299,0.226,0.315,0.064,0.755,1167.06,2023-06-30,10.037,0.075,D
0198,0.025,0.007,0.154,0.054,0.264,-60.17,2022-09-30,6.73,0.039,C
0198,0.018,0.0,0.11,0.043,0.0,-111.44,2022-12-31,12.809,0.0,D
0198,0.011,0.0,0.063,0.029,0.0,-70.77,2023-03-31,20.036,0.0,D
0198,0.008,0.0,0.05,0.027,0.0,-31.17,2023-06-30,20.022,0.0,D
0078,-0.001,0.002,-0.013,-0.008,-1.843,99.6,2022-09-30,-105.108,0.018,D
0078,-0.003,0.002,-0.037,-0.039,-0.49,4.87,2022-12-31,-48.472,0.01,D
0078,-0.004,0.002,-0.048,-0.047,-0.375,4.18,2023-03-31,-48.119,0.008,D
0078,-0.005,0.002,-0.041,-0.036,-0.445,7.1,2023-06-30,-39.499,0.011,D
0104,0.111,0.0,0.459,0.344,0.0,-171.5,2022-09-30,21.323,0.0,D
0104,0.103,0.0,0.385,0.275,0.0,-18.28,2022-12-31,23.304,0.0,D
0104,0.095,0.0,0.274,0.266,0.0,107.14,2023-03-31,28.321,0.0,D
0104,0.091,0.0,0.216,0.267,0.0,118.84,2023-06-30,25.409,0.0,D
3182,-0.068,0.11,-0.008,0.167,-1.623,156.17,2022-09-30,-66.082,0.025,D
3182,-0.078,0.09,-0.009,0.148,-1.156,10735.57,2022-12-31,-57.521,0.02,D
3182,-0.001,0.09,-0.0,0.164,-158.991,10978.75,2023-03-31,-8231.056,0.019,D
3182,0.057,0.09,0.007,0.174,1.591,11121.35,2023-06-30,71.746,0.022,D
4715,0.009,0.15,0.004,0.111,17.637,1598.02,2022-09-30,327.772,0.054,D
4715,-0.092,0.15,-0.04,0.047,-1.634,3682.12,2022-12-31,-29.26,0.056,D
4715,-0.074,0.15,-0.033,0.061,-2.019,3688.7,2023-03-31,-35.635,0.057,D
4715,-0.064,0.09,-0.029,0.07,-1.405,3613.93,2023-06-30,-38.385,0.037,D
2291,0.643,0.23,0.111,0.27,0.358,1817.96,2022-09-30,8.922,0.04,C
2291,0.525,0.34,0.09,0.233,0.647,1773.12,2022-12-31,12.18,0.053,C
2291,0.439,0.34,0.075,0.192,0.775,1509.76,2023-03-31,13.472,0.058,D
2291,0.269,0.19,0.046,0.131,0.707,1161.94,2023-06-30,21.953,0.032,C
3204,0.067,0.025,0.065,0.18,0.375,-80.3,2022-09-30,7.349,0.051,C
3204,0.053,0.025,0.051,0.177,0.474,-18.73,2022-12-31,9.962,0.048,C
3204,0.001,0.02,0.001,0.148,14.5,53.78,2023-03-31,362.472,0.04,D
3204,-0.009,0.02,-0.009,0.156,-2.18,58.91,2023-06-30,-47.397,0.046,D
7197,0.112,0.0,0.105,0.075,0.0,35.14,2022-09-30,7.935,0.0,D
7197,0.092,0.0,0.085,0.062,0.0,63.32,2022-12-31,12.988,0.0,D
7197,0.055,0.0,0.05,0.046,0.0,61.58,2023-03-31,26.846,0.0,D
7197,0.07,0.0,0.062,0.054,0.0,61.58,2023-06-30,20.713,0.0,D
0039,0.027,0.0,0.114,0.341,0.0,65.3,2022-09-30,5.409,0.0,D
0039,0.031,0.0,0.129,0.354,0.0,61.57,2022-12-31,7.028,0.0,D
0039,0.031,0.0,0.129,0.364,0.0,71.47,2023-03-31,6.488,0.0,D
0039,0.031,0.0,0.128,0.363,0.0,71.29,2023-06-30,5.649,0.0,D
0021,0.024,0.025,0.052,0.104,1.053,-79.19,2022-09-30,32.422,0.032,D
0021,0.025,0.025,0.055,0.103,1.008,-185.13,2022-12-31,34.689,0.029,D
0021,0.026,0.025,0.057,0.103,0.958,-166.35,2023-03-31,32.954,0.029,D
0021,0.026,0.025,0.057,0.106,0.953,-128.81,2023-06-30,29.347,0.032,D
7192,-0.009,0.0,-0.087,-0.21,-0.0,-143.1,2022-09-30,-7.693,0.0,D
7192,-0.022,0.0,-0.218,-0.503,-0.0,-103.57,2022-12-31,-4.171,0.0,D
7192,-0.009,0.0,-0.088,-0.406,-0.0,-50.91,2023-03-31,-10.538,0.0,D
7192,-0.018,0.0,-0.185,-0.298,-0.0,-4.56,2023-06-30,-5.039,0.0,D
1147,0.029,0.0,0.05,0.054,0.0,-92.71,2022-09-30,8.824,0.0,D
1147,0.013,0.0,0.022,0.063,0.0,-107.89,2022-12-31,19.872,0.0,D
1147,0.025,0.0,0.044,0.096,0.0,-36.68,2023-03-31,9.398,0.0,D
1147,0.016,0.0,0.021,0.089,0.0,-86.1,2023-06-30,12.946,0.0,D
5220,0.068,0.0,0.069,0.124,0.0,29.17,2022-09-30,6.71,0.0,D
5220,0.06,0.0,0.06,0.105,0.0,35.91,2022-12-31,8.509,0.0,D
5220,0.047,0.0,0.046,0.091,0.0,33.8,2023-03-31,12.049,0.0,D
5220,0.038,0.0,0.037,0.063,0.0,18.14,2023-06-30,11.776,0.0,D
7022,0.077,0.07,0.172,0.29,0.914,110.62,2022-09-30,15.265,0.06,D
7022,0.068,0.06,0.152,0.274,0.884,82.57,2022-12-31,17.079,0.052,D
7022,0.059,0.05,0.132,0.256,0.852,82.42,2023-03-31,19.58,0.044,D
7022,0.053,0.04,0.118,0.26,0.761,75.11,2023-06-30,23.957,0.032,D
5020,0.054,0.015,0.036,0.275,0.279,25.52,2022-07-31,5.578,0.05,C
5020,0.054,0.015,0.036,0.266,0.277,31.39,2022-10-31,5.256,0.053,C
5020,0.044,0.015,0.029,0.262,0.34,84.17,2023-01-31,7.24,0.047,C
5020,0.041,0.013,0.027,0.199,0.304,173.79,2023-04-30,7.669,0.04,C
7382,-0.122,0.0,-0.068,-0.266,-0.0,-43.85,2022-09-30,-2.754,0.0,D
7382,-0.128,0.0,-0.073,-0.217,-0.0,-35.97,2022-12-31,-2.182,0.0,D
7382,-0.17,0.0,-0.099,-0.418,-0.0,-31.14,2023-03-31,-1.468,0.0,D
7382,-0.062,0.0,-0.036,-0.048,-0.0,-41.09,2023-06-30,-3.715,0.0,D
5649,0.029,0.0,0.059,0.097,0.0,-12.94,2022-09-30,6.433,0.0,D
5649,0.084,0.0,0.17,0.225,0.0,-5.23,2022-12-31,2.665,0.0,D
5649,0.08,0.0,0.156,0.223,0.0,-7.45,2023-03-31,3.584,0.0,D
5649,0.083,0.0,0.158,0.225,0.0,-16.12,2023-06-30,3.193,0.0,D
2135,-0.012,0.0,-0.018,-0.378,-0.0,2.83,2022-09-30,-33.141,0.0,D
2135,-0.009,0.0,-0.013,-0.453,-0.0,0.91,2022-12-31,-44.708,0.0,D
2135,-0.01,0.0,-0.015,-0.551,-0.0,-0.77,2023-03-31,-35.99,0.0,D
2135,-0.008,0.0,-0.012,-0.592,-0.0,-6.75,2023-06-30,-43.048,0.0,D
03029,-0.08,0.0,-0.896,-0.083,-0.0,-6.81,2021-12-31,-3.666,0.0,D
03029,-0.098,0.0,-1.549,-0.081,-0.0,-4.02,2022-06-30,-3.015,0.0,D
03029,-0.122,0.0,-3.741,-0.101,-0.0,6.89,2022-12-31,-2.416,0.0,D
03029,-0.149,0.0,32.811,-0.146,-0.0,6.46,2023-06-30,-1.884,0.0,D
5592,-0.011,0.0,-0.01,-0.156,-0.0,-1.6,2022-09-30,-30.163,0.0,D
5592,-0.017,0.0,-0.017,-0.207,-0.0,-0.32,2022-12-31,-20.46,0.0,D
5592,-0.019,0.0,-0.019,-0.212,-0.0,-1.72,2023-03-31,-17.666,0.0,D
5592,-0.022,0.0,-0.022,-0.234,-0.0,-4.85,2023-06-30,-17.532,0.0,D
0208,0.098,0.0,0.257,0.28,0.0,-10.37,2022-09-30,35.283,0.0,D
0208,0.105,0.0,0.256,0.235,0.0,-42.28,2022-12-31,45.957,0.0,D
0208,0.104,0.0,0.236,0.228,0.0,-195.49,2023-03-31,47.392,0.0,D
0208,0.115,0.0,0.241,0.24,0.0,-157.18,2023-06-30,38.028,0.0,D
0074,-0.012,0.0,-0.208,-3.196,-0.0,-49.12,2022-09-30,-12.823,0.0,D
0074,-0.005,0.0,-0.087,-1.379,-0.0,-42.78,2022-12-31,-41.98,0.0,D
0074,-0.004,0.0,-0.077,-1.164,-0.0,-33.22,2023-03-31,-48.21,0.0,D
0074,-0.005,0.0,-0.099,-1.324,-0.0,-30.55,2023-06-30,-28.69,0.0,D
0082,-0.094,0.0,-1.458,-0.196,-0.0,-194.29,2022-09-30,-0.371,0.0,D
0082,-0.026,0.0,-0.57,-0.034,-0.0,-134.88,2022-12-31,-2.094,0.0,D
0082,-0.024,0.0,-0.597,-0.054,-0.0,-176.01,2023-03-31,-1.686,0.0,D
0082,-0.015,0.0,-0.401,-0.041,-0.0,-170.14,2023-06-30,-2.021,0.0,D
0136,0.019,0.0,0.089,0.157,0.0,1.38,2022-09-30,10.528,0.0,D
0136,0.084,0.0,0.355,0.606,0.0,-2.95,2022-12-31,2.37,0.0,D
0136,0.068,0.0,0.266,0.533,0.0,-2.3,2023-03-31,3.4,0.0,D
0136,0.051,0.0,0.191,0.534,0.0,-1.25,2023-06-30,3.951,0.0,D
9962,0.026,0.0,0.026,0.259,0.0,15.59,2022-09-30,10.946,0.0,D
9962,0.024,0.0,0.024,0.26,0.0,24.81,2022-12-31,11.738,0.0,D
9962,0.033,0.0,0.033,0.277,0.0,23.78,2023-03-31,8.55,0.0,D
9962,0.032,0.0,0.031,0.261,0.0,31.69,2023-06-30,8.241,0.0,D
5102,0.166,0.036,0.125,0.062,0.215,-66.31,2022-09-30,13.197,0.016,D
5102,0.133,0.035,0.098,0.055,0.26,190.02,2022-12-31,18.023,0.014,D
5102,0.104,0.02,0.075,0.05,0.19,-79.4,2023-03-31,23.326,0.008,D
5102,0.087,0.0,0.062,0.05,0.0,-621.1,2023-06-30,26.455,0.0,D
3247,0.032,0.0,0.018,0.056,0.0,-17.01,2022-09-30,14.089,0.0,D
3247,-0.015,0.0,-0.009,0.013,-0.0,-23.24,2022-12-31,-26.838,0.0,D
3247,-0.023,0.0,-0.013,0.004,-0.0,-15.49,2023-03-31,-21.7,0.0,D
3247,-0.037,0.0,-0.016,-0.008,-0.0,-20.46,2023-06-30,-11.779,0.0,D
1503,0.051,0.019,0.028,0.138,0.374,-47.97,2022-09-30,12.895,0.029,C
1503,0.058,0.019,0.031,0.149,0.33,126.43,2022-12-31,11.381,0.029,C
1503,0.061,0.019,0.032,0.155,0.315,333.58,2023-03-31,10.688,0.029,C
1503,0.041,0.0,0.022,0.163,0.0,530.22,2023-06-30,15.332,0.0,D
0237,0.041,0.0,0.095,0.061,0.0,-23.12,2022-09-30,8.249,0.0,D
0237,0.037,0.0,0.084,0.047,0.0,-23.19,2022-12-31,10.672,0.0,D
0237,0.038,0.0,0.086,0.044,0.0,-40.56,2023-03-31,9.907,0.0,D
0237,0.037,0.0,0.081,0.04,0.0,-41.95,2023-06-30,9.816,0.0,D
7253,-0.102,0.0,-0.366,-0.879,-0.0,-2.56,2022-09-30,-1.279,0.0,D
7253,-0.128,0.0,-0.549,-0.994,-0.0,6.45,2022-12-31,-1.213,0.0,D
7253,-0.062,0.0,-0.303,-0.325,-0.0,7.49,2023-03-31,-2.343,0.0,D
7253,0.014,0.0,0.072,0.087,0.0,8.99,2023-06-30,10.342,0.0,D
3034,0.463,0.35,0.15,0.25,0.756,-423.63,2022-09-30,13.213,0.057,D
3034,0.382,0.3,0.123,0.205,0.786,-2410.23,2022-12-31,16.761,0.047,D
3034,0.339,0.3,0.109,0.187,0.884,-1951.39,2023-03-31,15.024,0.059,D
3034,0.552,0.3,0.174,0.176,0.543,-1499.0,2023-06-30,5.67,0.096,C
5138,0.357,0.19,0.151,0.413,0.532,581.01,2022-09-30,5.401,0.098,C
5138,0.263,0.12,0.11,0.328,0.456,528.33,2022-12-31,7.376,0.062,C
5138,0.165,0.12,0.069,0.237,0.727,542.14,2023-03-31,10.657,0.068,C
5138,0.093,0.07,0.039,0.142,0.751,395.75,2023-06-30,19.941,0.038,D
2062,0.43,0.025,0.293,0.233,0.058,375.31,2022-09-30,2.488,0.023,B
2062,0.489,0.055,0.31,0.235,0.112,436.64,2022-12-31,2.227,0.05,A
2062,0.475,0.055,0.283,0.221,0.116,497.48,2023-03-31,2.442,0.047,A
2062,0.38,0.03,0.216,0.194,0.079,507.18,2023-06-30,3.055,0.026,B
7501,0.001,0.0,0.002,0.01,0.0,-24.85,2022-09-30,596.973,0.0,D
7501,0.033,0.0,0.046,0.073,0.0,-0.65,2022-12-31,23.911,0.0,D
7501,0.018,0.0,0.025,0.047,0.0,20.24,2023-03-31,41.903,0.0,D
7501,0.006,0.0,0.008,0.018,0.0,18.59,2023-05-31,135.879,0.0,D
5008,0.865,0.0,0.154,0.039,0.0,72.6,2022-09-30,6.776,0.0,D
5008,0.975,0.499,0.168,0.044,0.512,-53.3,2022-12-31,6.803,0.075,C
5008,1.018,0.499,0.17,0.045,0.491,-2.16,2023-03-31,8.605,0.057,C
5008,1.054,0.499,0.171,0.046,0.474,45.49,2023-06-30,8.964,0.053,C
5168,0.052,0.07,0.034,0.219,1.347,5619.73,2022-09-30,31.955,0.042,D
5168,-0.033,0.035,-0.023,0.128,-1.054,2452.55,2022-12-31,-51.214,0.021,D
5168,-0.069,0.0,-0.048,-0.086,-0.0,-771.22,2023-03-31,-27.614,0.0,D
5168,-0.11,0.0,-0.078,-0.192,-0.0,-635.04,2023-06-30,-17.183,0.0,D
0060,0.005,0.0,0.017,0.051,0.0,-71.34,2022-09-30,21.587,0.0,D
0060,0.009,0.0,0.036,0.09,0.0,-90.02,2022-12-31,12.93,0.0,D
0060,-0.007,0.0,-0.029,-0.023,-0.0,-12.49,2023-03-31,-15.05,0.0,D
0060,-0.02,0.0,-0.082,-0.149,-0.0,36.05,2023-06-30,-5.038,0.0,D
5187,-0.049,0.0,-0.105,-0.385,-0.0,-34.44,2022-09-30,-2.571,0.0,D
5187,-0.214,0.0,-0.526,-2.166,-0.0,-13.7,2022-12-31,-0.793,0.0,D
5187,-0.208,0.0,-0.585,-2.126,-0.0,-13.43,2023-03-31,-0.744,0.0,D
5187,-0.206,0.0,-0.676,-2.099,-0.0,-9.99,2023-06-30,-0.631,0.0,D
7105,0.003,0.0,0.005,0.171,0.0,-18.39,2022-09-30,762.595,0.0,D
7105,0.024,0.0,0.045,0.148,0.0,70.98,2022-12-31,88.707,0.0,D
7105,0.031,0.0,0.057,0.164,0.0,172.63,2023-03-31,69.824,0.0,D
7105,0.043,0.0,0.078,0.142,0.0,150.41,2023-06-30,51.726,0.0,D
3255,1.337,1.06,0.959,0.206,0.793,820.71,2022-09-30,17.855,0.044,D
3255,1.367,1.38,0.929,0.209,1.01,874.06,2022-12-31,18.441,0.055,D
3255,1.355,1.38,0.877,0.203,1.018,912.89,2023-03-31,19.556,0.052,D
3255,1.427,1.307,0.694,0.163,0.916,903.22,2023-06-30,18.291,0.05,D
5028,-0.201,0.0,-0.21,-0.061,-0.0,-62.53,2022-09-30,-3.587,0.0,D
5028,-0.097,0.0,-0.103,-0.018,-0.0,-99.14,2022-12-31,-7.038,0.0,D
5028,-0.135,0.0,-0.15,-0.03,-0.0,-42.12,2023-03-31,-5.538,0.0,D
5028,-0.178,0.0,-0.208,-0.046,-0.0,-37.22,2023-06-30,-3.625,0.0,D
5121,-0.009,0.0,-0.008,0.323,-0.0,97.59,2022-09-30,-60.185,0.0,D
5121,0.158,0.0,0.132,0.31,0.0,82.95,2022-12-31,4.42,0.0,D
5121,0.147,0.0,0.121,0.272,0.0,85.06,2023-03-31,4.672,0.0,D
5121,0.145,0.0,0.119,0.28,0.0,93.74,2023-06-30,4.645,0.0,D
0175,0.027,0.0,0.148,0.143,0.0,65.97,2022-09-30,13.868,0.0,D
0175,0.034,0.0,0.181,0.212,0.0,66.51,2022-12-31,14.107,0.0,D
0175,0.035,0.0,0.184,0.225,0.0,75.59,2023-03-31,11.609,0.0,D
0175,0.033,0.0,0.167,0.24,0.0,60.15,2023-06-30,9.082,0.0,D
4324,0.848,0.1,0.146,0.017,0.118,-1621.44,2022-09-30,4.85,0.024,C
4324,-0.525,0.1,-0.101,-0.016,-0.19,-1796.12,2022-12-31,-6.699,0.028,D
4324,-1.085,0.1,-0.219,-0.028,-0.092,-2244.25,2023-03-31,-3.169,0.029,D
4324,-3.629,0.0,-0.731,-0.091,-0.0,-1776.24,2023-06-30,-0.846,0.0,D
5095,0.022,0.01,0.029,0.034,0.465,31.61,2022-09-30,16.958,0.027,C
5095,0.017,0.012,0.022,0.041,0.727,29.51,2022-12-31,21.205,0.034,C
5095,-0.005,0.012,-0.006,0.01,-2.515,25.64,2023-03-31,-72.305,0.035,D
