stock_code,rEPS,rDPS,rROE,rOM,rPR,rFCF,rDate,rPE,rDY,rClass
7120,-0.021,0.0,-0.08,-0.52,-0.0,-48.71,2022-12-31,-6.969,0.0,D
7120,-0.017,0.0,-0.069,-0.273,-0.0,-54.12,2023-03-31,-9.371,0.0,D
7120,-0.012,0.0,-0.048,-0.14,-0.0,-61.67,2023-06-30,-13.341,0.0,D
2305,0.403,0.1,0.055,0.411,0.249,100.86,2022-09-30,15.651,0.016,D
2305,0.472,0.2,0.064,0.445,0.424,98.63,2022-12-31,13.979,0.03,C
2305,0.541,0.2,0.072,0.445,0.37,94.7,2023-03-31,12.386,0.03,C
2305,0.555,0.2,0.073,0.418,0.36,85.64,2023-06-30,12.43,0.029,C
5021,0.177,0.0,0.183,0.094,0.0,-274.05,2022-09-30,2.147,0.0,D
5021,0.116,0.0,0.117,0.065,0.0,-225.39,2022-12-31,3.721,0.0,D
5021,0.096,0.0,0.094,0.056,0.0,-63.82,2023-03-31,4.015,0.0,D
5021,0.065,0.0,0.063,0.043,0.0,-38.85,2023-06-30,5.738,0.0,D
7005,0.058,0.0,0.097,0.107,0.0,-3.3,2022-09-30,11.014,0.0,D
7005,0.027,0.0,0.044,0.068,0.0,-1.09,2022-12-31,27.045,0.0,D
7005,0.026,0.0,0.043,0.066,0.0,4.29,2023-03-31,24.708,0.0,D
7005,0.042,0.0,0.067,0.08,0.0,7.31,2023-06-30,15.69,0.0,D
03012,0.093,0.0,0.495,0.274,0.0,21.54,2021-10-31,4.822,0.0,D
03012,0.103,0.0,0.487,0.27,0.0,18.29,2022-04-30,4.376,0.0,B
03012,0.081,0.0,0.354,0.238,0.0,7.4,2022-10-31,5.556,0.0,D
03012,0.052,0.0,0.218,0.193,0.0,4.97,2023-04-30,8.429,0.0,D
0098,0.005,0.0,0.049,0.078,0.0,39.75,2022-09-30,63.746,0.0,D
0098,0.007,0.0,0.073,0.102,0.0,36.71,2022-12-31,41.379,0.0,D
0098,-0.009,0.0,-0.087,-0.041,-0.0,34.39,2023-03-31,-35.539,0.0,D
0098,-0.009,0.0,-0.096,-0.066,-0.0,33.0,2023-06-30,-23.178,0.0,D
5258,0.209,0.106,0.067,0.035,0.509,4215.82,2022-09-30,12.317,0.041,C
5258,0.228,0.139,0.073,0.036,0.611,5563.36,2022-12-31,11.967,0.051,C
5258,0.231,0.138,0.073,0.036,0.596,8119.95,2023-03-31,9.292,0.064,C
5258,0.237,0.136,0.074,0.035,0.575,3882.36,2023-06-30,8.225,0.07,C
7251,-0.004,0.0,-6.921,0.036,-0.0,-58.06,2022-09-30,-6.74,0.0,D
7251,0.002,0.0,-2.159,0.083,0.0,-16.02,2022-12-31,11.555,0.0,D
7251,0.008,0.0,-6.728,0.145,0.0,48.8,2023-03-31,5.923,0.0,D
7251,0.004,0.0,-2.499,0.086,0.0,101.32,2023-06-30,14.749,0.0,D
1899,2.982,1.101,0.163,0.129,0.369,3330.31,2022-09-30,6.706,0.055,C
1899,2.741,1.101,0.146,0.117,0.402,2816.18,2022-12-31,8.134,0.049,C
1899,2.243,0.901,0.117,0.107,0.402,3221.78,2023-03-31,9.48,0.042,C
1899,1.68,0.902,0.086,0.089,0.537,3733.09,2023-06-30,12.357,0.043,C
6602,0.078,0.0,0.064,0.259,0.0,146.91,2022-09-30,2.687,0.0,D
6602,0.078,0.0,0.064,0.267,0.0,153.93,2022-12-31,3.317,0.0,D
6602,0.054,0.0,0.044,0.201,0.0,155.49,2023-03-31,5.156,0.0,D
6602,0.061,0.0,0.048,0.215,0.0,155.08,2023-06-30,4.911,0.0,D
0187,-0.011,0.0,-0.121,-0.191,-0.0,-166.85,2022-09-30,-1.802,0.0,D
0187,-0.014,0.0,-0.167,-0.272,-0.0,-158.66,2022-12-31,-1.771,0.0,D
0187,-0.007,0.0,-0.085,-0.121,-0.0,-119.9,2023-03-31,-2.143,0.0,D
0187,-0.006,0.0,-0.072,-0.085,-0.0,-62.22,2023-06-30,-2.577,0.0,D
5190,-0.024,0.0,-0.054,-0.233,-0.0,14.85,2022-09-30,-3.475,0.0,D
5190,-0.049,0.0,-0.111,-0.477,-0.0,52.01,2022-12-31,-1.951,0.0,D
5190,-0.045,0.0,-0.104,-0.441,-0.0,48.55,2023-03-31,-2.02,0.0,D
5190,-0.047,0.0,-0.112,-0.615,-0.0,40.11,2023-06-30,-2.251,0.0,D
3239,-0.016,0.0,-0.022,0.06,-0.0,25.93,2022-09-30,-17.426,0.0,D
3239,-0.016,0.0,-0.022,0.077,-0.0,64.25,2022-12-31,-17.774,0.0,D
3239,-0.016,0.0,-0.021,0.106,-0.0,105.72,2023-03-31,-19.23,0.0,D
3239,-0.009,0.0,-0.013,0.206,-0.0,140.97,2023-06-30,-31.899,0.0,D
3395,0.018,0.0,0.015,0.067,0.0,238.42,2022-09-30,13.262,0.0,D
3395,-0.006,0.0,-0.005,0.049,-0.0,451.81,2022-12-31,-52.423,0.0,D
3395,0.001,0.0,0.001,0.049,0.0,442.2,2023-03-31,212.344,0.0,D
3395,-0.021,0.0,-0.019,0.062,-0.0,699.29,2023-06-30,-14.253,0.0,D
5196,0.082,0.014,0.321,0.223,0.168,635.42,2022-09-30,10.488,0.016,D
5196,0.081,0.012,0.302,0.211,0.147,601.48,2022-12-31,12.803,0.011,D
5196,0.073,0.029,0.264,0.189,0.395,572.62,2023-03-31,12.614,0.031,C
5196,0.059,0.025,0.212,0.163,0.424,490.04,2023-06-30,10.348,0.041,C
4219,-0.033,0.0,-0.043,0.063,-0.0,82.77,2022-09-30,-7.985,0.0,D
4219,-0.011,0.0,-0.014,0.062,-0.0,335.52,2022-12-31,-25.129,0.0,D
4219,-0.008,0.0,-0.011,0.061,-0.0,424.06,2023-03-31,-32.885,0.0,D
4219,0.03,0.0,0.039,0.05,0.0,520.02,2023-06-30,8.928,0.0,D
5248,0.202,0.133,0.375,0.102,0.657,451.96,2022-10-31,9.806,0.067,A
5248,0.242,0.155,0.427,0.106,0.642,457.02,2023-01-31,8.971,0.072,A
5248,0.263,0.22,0.443,0.107,0.839,278.77,2023-04-30,8.791,0.095,B
5248,0.306,0.19,0.496,0.112,0.623,373.2,2023-07-31,6.709,0.093,S
9814,-0.009,0.0,-0.018,-0.137,-0.0,-6.76,2022-09-30,-6.437,0.0,D
9814,0.062,0.0,0.127,0.043,0.0,-5.31,2022-12-31,1.053,0.0,D
9814,0.065,0.0,0.129,0.072,0.0,-7.31,2023-03-31,1.157,0.0,D
9814,0.078,0.0,0.15,0.206,0.0,-5.66,2023-06-30,1.025,0.0,D
7668,0.093,0.079,0.089,0.193,0.851,62.22,2022-07-31,15.995,0.053,D
7668,0.081,0.11,0.077,0.179,1.359,46.6,2022-10-31,17.667,0.077,D
7668,0.064,0.11,0.061,0.157,1.721,27.8,2023-01-31,21.279,0.081,D
7668,0.054,0.08,0.052,0.138,1.474,10.97,2023-04-30,21.738,0.068,D
0263,0.037,0.0,0.132,0.115,0.0,55.75,2023-06-30,12.314,0.0,D
6173,0.025,0.0,0.016,0.063,0.0,32.14,2022-09-30,10.765,0.0,D
6173,0.018,0.0,0.012,0.068,0.0,14.28,2022-12-31,14.922,0.0,D
6173,0.013,0.0,0.009,0.06,0.0,-14.84,2023-03-31,21.598,0.0,D
6173,-0.002,0.0,-0.001,0.043,-0.0,-39.97,2023-06-30,-181.655,0.0,D
5932,-0.053,0.0,-0.458,-0.244,-0.0,13.15,2022-09-30,-0.661,0.0,D
5932,-0.054,0.0,-0.559,-0.296,-0.0,19.05,2022-12-31,-0.742,0.0,D
5932,-0.044,0.0,-0.655,-0.333,-0.0,22.82,2023-03-31,-0.792,0.0,D
5932,-0.047,0.0,-0.924,-0.771,-0.0,-17.2,2023-06-30,-0.859,0.0,D
0195,0.013,0.0,0.041,0.09,0.0,-9.06,2022-09-30,14.906,0.0,D
0195,0.016,0.0,0.048,0.118,0.0,-14.25,2022-12-31,19.575,0.0,D
0195,0.015,0.0,0.046,0.141,0.0,-17.98,2023-03-31,15.61,0.0,D
0195,0.012,0.0,0.035,0.087,0.0,-24.86,2023-06-30,21.906,0.0,D
6998,0.005,0.0,0.017,0.08,0.0,3.57,2022-09-30,17.146,0.0,D
6998,-0.001,0.0,-0.004,0.045,-0.0,24.19,2022-12-31,-80.48,0.0,D
6998,-0.061,0.0,-0.288,-0.923,-0.0,46.37,2023-03-31,-0.653,0.0,D
6998,-0.064,0.0,-0.374,-1.166,-0.0,17.01,2023-06-30,-1.259,0.0,D
5032,0.845,0.14,0.227,0.277,0.166,673.03,2022-09-30,6.164,0.027,A
5032,0.278,0.14,0.074,0.285,0.504,707.3,2022-12-31,17.288,0.029,C
5032,0.237,0.12,0.063,0.277,0.506,707.84,2023-03-31,21.116,0.024,C
5032,0.24,0.12,0.063,0.3,0.499,721.04,2023-06-30,21.045,0.024,C
0179,-0.019,0.0,-0.126,-0.685,-0.0,-36.78,2022-09-30,-4.771,0.0,D
0179,-0.036,0.0,-0.253,-1.342,-0.0,-27.89,2022-12-31,-2.935,0.0,D
0179,-0.044,0.0,-0.339,-1.763,-0.0,-29.38,2023-03-31,-2.715,0.0,D
0179,-0.041,0.0,-0.341,-1.609,-0.0,-20.3,2023-06-30,-2.321,0.0,D
5069,0.526,0.05,0.069,0.032,0.095,152.59,2022-09-30,16.929,0.006,D
5069,0.275,0.05,0.036,0.019,0.182,101.42,2022-12-31,37.298,0.005,D
5069,0.324,0.0,0.042,0.021,0.0,253.43,2023-03-31,32.175,0.0,D
5069,0.249,0.0,0.024,0.015,0.0,85.03,2023-06-30,42.244,0.0,D
0168,0.027,0.017,0.059,0.061,0.644,-23.99,2022-09-30,23.923,0.027,C
0168,0.02,0.017,0.044,0.044,0.873,8.48,2022-12-31,39.424,0.022,D
0168,0.027,0.017,0.06,0.056,0.641,43.2,2023-03-31,25.635,0.025,C
0168,0.037,0.017,0.079,0.068,0.479,57.27,2023-06-30,21.078,0.023,C
9288,0.319,0.17,0.166,0.213,0.533,202.28,2022-09-30,6.056,0.088,C
9288,0.323,0.14,0.165,0.22,0.433,177.12,2022-12-31,7.023,0.062,C
9288,0.312,0.12,0.156,0.213,0.384,135.07,2023-03-31,7.682,0.05,C
9288,0.274,0.0,0.134,0.205,0.0,61.82,2023-06-30,6.688,0.0,D
7036,0.007,0.0,0.066,0.594,0.0,-2.25,2022-09-30,3.61,0.0,D
7036,0.008,0.0,0.078,0.738,0.0,16.59,2022-12-31,3.145,0.0,D
7036,0.001,0.0,0.005,0.131,0.0,6.34,2023-03-31,27.754,0.0,D
7036,-0.001,0.0,-0.014,0.561,-0.0,-25.05,2023-06-30,-11.347,0.0,D
8133,-0.006,0.0,-0.017,0.147,-0.0,-17.36,2022-09-30,-65.614,0.0,D
8133,-0.08,0.0,-0.248,0.041,-0.0,-56.33,2022-12-31,-5.174,0.0,D
8133,-0.133,0.0,-0.457,-0.068,-0.0,-77.35,2023-03-31,-2.64,0.0,D
8133,-0.11,0.0,-0.419,0.039,-0.0,-99.28,2023-06-30,-2.996,0.0,D
5254,0.265,0.173,0.203,0.33,0.655,929.76,2022-09-30,2.285,0.287,A
5254,0.266,0.145,0.2,0.25,0.544,788.17,2022-12-31,2.427,0.224,C
5254,0.074,0.072,0.056,0.157,0.97,664.59,2023-03-31,9.617,0.101,D
5254,0.055,0.059,0.032,0.058,1.073,418.26,2023-06-30,16.862,0.064,D
6297,-1.043,0.0,-1.0,-0.146,-0.0,-41.17,2022-09-30,-0.997,0.0,D
6297,-0.05,0.0,-0.049,0.012,-0.0,88.81,2022-12-31,-17.292,0.0,D
6297,-0.093,0.0,-0.092,0.008,-0.0,80.51,2023-03-31,-9.259,0.0,D
6297,-0.099,0.0,-0.1,0.008,-0.0,81.13,2023-06-30,-8.373,0.0,D
5100,0.131,0.04,0.155,0.082,0.304,-0.96,2022-09-30,10.73,0.028,C
5100,0.108,0.055,0.126,0.066,0.507,23.66,2022-12-31,11.617,0.044,C
5100,0.111,0.05,0.127,0.07,0.45,46.58,2023-03-31,10.615,0.042,C
5100,0.103,0.035,0.116,0.065,0.34,65.78,2023-06-30,11.761,0.029,C
9938,-0.012,0.0,-0.022,-0.051,-0.0,-19.76,2022-08-31,-14.551,0.0,D
9938,-0.003,0.0,-0.006,-0.008,-0.0,-19.6,2022-11-30,-61.925,0.0,D
9938,-0.008,0.0,-0.014,-0.026,-0.0,-13.42,2023-02-28,-23.304,0.0,D
9938,-0.008,0.0,-0.015,-0.029,-0.0,-5.02,2023-05-31,-21.262,0.0,D
0011,0.039,0.0,0.124,0.514,0.0,13.67,2022-09-30,6.618,0.0,D
0011,0.03,0.0,0.093,0.413,0.0,19.0,2022-12-31,8.456,0.0,D
0011,0.03,0.0,0.092,0.425,0.0,19.74,2023-03-31,10.839,0.0,D
0011,0.029,0.0,0.09,0.44,0.0,12.06,2023-06-30,10.684,0.0,D
4162,0.953,0.94,0.715,0.155,0.986,711.38,2022-09-30,10.76,0.092,D
4162,0.919,0.88,0.692,0.157,0.957,1042.66,2022-12-31,12.203,0.078,D
4162,0.877,0.84,0.66,0.156,0.957,1152.14,2023-03-31,12.376,0.077,D
4162,0.787,0.75,0.598,0.139,0.952,1206.77,2023-06-30,12.903,0.074,D
7221,-0.007,0.0,-0.023,-0.017,-0.0,-37.82,2022-11-30,-11.699,0.0,D
7221,-0.025,0.0,-0.092,-0.117,-0.0,-47.5,2022-12-31,-2.721,0.0,D
7221,-0.027,0.0,-0.147,-0.219,-0.0,-50.0,2023-03-31,-1.868,0.0,D
7221,-0.022,0.0,-0.152,-0.292,-0.0,-27.58,2023-06-30,-1.829,0.0,D
7188,-0.029,0.0,-0.329,-0.872,-0.0,-3.31,2022-09-30,-3.197,0.0,D
7188,-0.041,0.0,-0.528,-1.097,-0.0,-2.84,2022-12-31,-2.081,0.0,D
7188,-0.045,0.0,-0.681,-3.015,-0.0,-48.94,2023-03-31,-1.101,0.0,D
7188,-0.022,0.0,-0.466,-2.162,-0.0,-100.66,2023-06-30,-4.171,0.0,D
5210,0.185,0.0,0.241,0.437,0.0,3020.25,2022-09-30,2.077,0.0,B
5210,0.124,0.0,0.151,0.427,0.0,3100.08,2022-12-31,3.877,0.0,D
5210,0.126,0.0,0.146,0.428,0.0,3192.35,2023-03-31,4.987,0.0,D
5210,0.115,0.0,0.127,0.432,0.0,3273.95,2023-06-30,4.09,0.0,D
1818,0.3,0.32,0.312,0.548,1.068,657.12,2022-09-30,20.723,0.052,D
1818,0.28,0.265,0.295,0.531,0.947,504.75,2022-12-31,23.754,0.04,D
1818,0.265,0.265,0.28,0.511,0.999,499.22,2023-03-31,24.079,0.041,D
1818,0.286,0.265,0.3,0.542,0.926,480.6,2023-06-30,22.509,0.041,D
03042,0.032,0.0,0.176,0.182,0.0,-0.83,2023-04-30,9.505,0.0,D
2828,0.466,0.12,0.237,0.031,0.258,132.76,2022-09-30,5.798,0.044,C
2828,0.595,0.12,0.286,0.035,0.202,183.38,2022-12-31,4.924,0.041,C
2828,0.639,0.12,0.289,0.036,0.188,87.34,2023-03-31,5.304,0.035,C
2828,0.62,0.0,0.265,0.036,0.0,112.19,2023-06-30,5.0,0.0,D
7174,0.083,0.0,0.12,0.052,0.0,292.24,2022-09-30,5.817,0.0,D
7174,0.116,0.0,0.162,0.065,0.0,290.92,2022-12-31,4.217,0.0,D
7174,0.147,0.0,0.195,0.08,0.0,307.26,2023-03-31,4.892,0.0,D
7174,0.149,0.0,0.187,0.083,0.0,326.15,2023-06-30,4.24,0.0,D
0191,0.001,0.0,0.004,0.037,0.0,2.35,2022-09-30,196.625,0.0,D
0191,-0.009,0.0,-0.035,0.007,-0.0,4.14,2022-12-31,-26.287,0.0,D
0191,-0.001,0.0,-0.004,0.009,-0.0,7.03,2023-02-28,-233.368,0.0,D
0191,0.002,0.0,0.008,0.014,0.0,8.45,2023-05-31,102.143,0.0,D
2852,0.177,0.02,0.063,0.032,0.113,-101.66,2022-06-30,5.522,0.02,C
2852,0.271,0.02,0.093,0.146,0.074,-19.5,2022-09-30,3.026,0.024,D
2852,0.267,0.02,0.09,0.247,0.075,-200.85,2022-12-31,4.003,0.019,D
2852,0.24,0.02,0.08,0.216,0.083,-255.06,2023-03-31,4.752,0.018,D
7128,0.075,0.0,0.111,0.039,0.0,51.36,2022-09-30,3.996,0.0,D
7128,0.085,0.0,0.122,0.045,0.0,39.25,2022-12-31,4.057,0.0,D
7128,0.085,0.0,0.119,0.051,0.0,38.09,2023-03-31,4.778,0.0,D
7128,0.077,0.0,0.104,0.055,0.0,18.61,2023-06-30,5.095,0.0,D
5105,-0.316,0.04,-0.034,-0.007,-0.127,-76.34,2022-09-30,-10.968,0.012,D
5105,0.477,0.04,0.05,0.059,0.084,219.11,2022-12-31,7.066,0.012,D
5105,0.268,0.04,0.028,0.047,0.149,242.27,2023-03-31,11.09,0.013,D
5105,0.127,0.04,0.013,0.039,0.314,189.96,2023-06-30,22.38,0.014,D
5311,0.062,0.005,0.208,0.122,0.087,-10.7,2023-06-30,20.977,0.004,D
5099,-0.853,0.0,0.699,-0.54,-0.0,-1506.9,2022-09-30,-0.733,0.0,D
5099,-0.631,0.0,0.471,-0.366,-0.0,-1151.9,2022-12-31,-0.99,0.0,D
5099,-0.4,0.0,0.28,-0.181,-0.0,-215.22,2023-03-31,-1.925,0.0,D
5099,0.092,0.0,-0.057,0.015,0.0,929.25,2023-06-30,8.784,0.0,D
5180,0.006,0.038,0.005,0.181,6.449,302.01,2022-09-30,91.781,0.07,D
5180,0.023,0.04,0.021,0.333,1.735,374.88,2022-12-31,23.119,0.075,D
5180,0.018,0.038,0.017,0.3,2.072,-600.95,2023-03-31,28.637,0.072,D
5180,0.02,0.038,0.019,0.321,1.935,-1558.85,2023-06-30,25.189,0.077,D
0163,-0.209,0.0,-0.275,-0.25,-0.0,-142.45,2022-09-30,-1.172,0.0,D
0163,-0.214,0.0,-0.303,-0.344,-0.0,-304.72,2022-12-31,-2.223,0.0,D
0163,-0.175,0.0,-0.264,-0.349,-0.0,-380.94,2023-03-31,-1.715,0.0,D
0163,-0.258,0.0,-0.431,-1.024,-0.0,-403.36,2023-06-30,-1.066,0.0,D
5257,0.041,0.0,0.056,0.07,0.0,-29.21,2022-09-30,12.802,0.0,D
5257,0.054,0.0,0.072,0.075,0.0,-12.68,2022-12-31,11.582,0.0,D
5257,0.087,0.0,0.114,0.1,0.0,0.22,2023-03-31,7.43,0.0,D
5257,0.099,0.0,0.125,0.119,0.0,7.76,2023-06-30,7.391,0.0,D
03016,0.011,0.0,0.126,0.121,0.0,54.98,2021-12-31,11.359,0.0,D
03016,0.033,0.0,0.336,0.216,0.0,43.37,2022-06-30,6.609,0.0,D
03016,0.041,0.0,0.396,0.245,0.0,45.54,2022-12-31,5.363,0.0,D
03016,0.057,0.0,0.509,0.293,0.0,47.49,2023-06-30,3.496,0.0,D
2836,1.074,1.09,1.717,0.183,1.015,829.64,2022-09-30,20.951,0.048,D
2836,1.037,0.88,1.808,0.176,0.849,877.44,2022-12-31,22.065,0.038,D
2836,1.016,0.87,1.852,0.174,0.857,862.67,2023-03-31,21.21,0.04,D
2836,1.351,0.867,1.679,0.125,0.641,814.05,2023-06-30,15.071,0.043,C
03048,-0.205,0.0,-4.114,-0.144,-0.0,-7.6,2023-06-30,-2.933,0.0,D
0173,-0.01,0.0,-1.369,0.0,-0.0,-3.95,2022-09-30,-19.309,0.0,D
0173,-0.009,0.0,-1.883,0.0,-0.0,-3.48,2022-12-31,-20.585,0.0,D
0173,-0.004,0.0,-0.103,-0.099,-0.0,1.33,2023-03-31,-61.208,0.0,D
0173,0.002,0.0,0.033,0.166,0.0,0.82,2023-06-30,110.858,0.0,D
7076,0.097,0.02,0.057,0.056,0.208,-134.61,2022-09-30,11.083,0.019,D
7076,-0.013,0.02,-0.008,-0.001,-1.567,-223.13,2022-12-31,-86.153,0.018,D
7076,-0.025,0.02,-0.015,0.001,-0.786,-222.92,2023-03-31,-41.629,0.019,D
7076,-0.045,0.02,-0.027,-0.004,-0.443,-93.81,2023-06-30,-20.809,0.021,D
7035,0.089,0.013,0.169,0.083,0.141,-18.29,2022-09-30,7.387,0.019,D
7035,0.101,0.035,0.184,0.09,0.345,-23.31,2022-12-31,7.135,0.048,C
7035,0.109,0.035,0.191,0.093,0.319,1.75,2023-03-31,6.411,0.05,C
7035,0.118,0.035,0.198,0.097,0.297,33.13,2023-06-30,5.906,0.05,C
03024,0.119,0.0,0.641,0.289,0.0,17.93,2021-07-31,9.628,0.0,B
03024,0.153,0.001,0.688,0.306,0.007,10.4,2022-01-31,7.494,0.001,B
03024,0.176,0.002,0.662,0.311,0.01,15.03,2022-07-31,6.545,0.001,B
03024,0.139,0.003,0.466,0.269,0.02,18.1,2023-01-31,8.277,0.002,B
0238,0.025,0.0,0.075,0.257,0.0,-12.46,2022-08-31,24.47,0.0,D
0238,0.032,0.0,0.094,0.288,0.0,-4.39,2022-11-30,17.372,0.0,D
0238,0.027,0.0,0.08,0.244,0.0,2.57,2023-02-28,20.86,0.0,D
0238,0.025,0.0,0.074,0.227,0.0,7.76,2023-05-31,17.563,0.0,D
0243,0.016,0.0,0.176,0.251,0.0,33.89,2022-12-31,32.128,0.0,D
0243,0.018,0.0,0.155,0.262,0.0,32.91,2023-03-31,25.329,0.0,D
0243,0.016,0.0,0.134,0.258,0.0,30.92,2023-06-30,24.422,0.0,D
5195,0.029,0.0,0.167,0.208,0.0,19.16,2022-09-30,8.608,0.0,D
5195,0.026,0.0,0.145,0.189,0.0,20.98,2022-12-31,10.336,0.0,D
5195,0.011,0.0,0.06,0.11,0.0,16.85,2023-03-31,23.402,0.0,D
5195,0.008,0.0,0.045,0.089,0.0,17.62,2023-06-30,27.0,0.0,D
8052,0.054,0.0,0.093,0.078,0.0,-39.77,2022-09-30,17.016,0.0,D
8052,0.061,0.0,0.099,0.083,0.0,-34.8,2022-12-31,14.952,0.0,D
8052,0.057,0.0,0.088,0.088,0.0,-32.67,2023-03-31,18.675,0.0,D
8052,0.047,0.0,0.071,0.074,0.0,-47.43,2023-06-30,32.081,0.0,D
8982,0.188,0.0,0.148,0.191,0.0,174.48,2022-09-30,3.28,0.0,D
8982,0.102,0.02,0.08,0.144,0.196,148.45,2022-12-31,7.144,0.027,C
8982,0.062,0.02,0.048,0.113,0.323,132.18,2023-03-31,11.629,0.028,C
8982,0.024,0.02,0.019,0.079,0.835,99.48,2023-06-30,28.183,0.03,D
7209,-0.011,0.0,-0.035,-0.01,-0.0,-1.12,2022-09-30,-10.331,0.0,D
7209,-0.012,0.0,-0.042,-0.023,-0.0,-15.43,2022-12-31,-9.238,0.0,D
7209,-0.035,0.0,-0.127,-0.094,-0.0,-42.73,2023-03-31,-3.983,0.0,D
7209,-0.038,0.0,-0.142,-0.116,-0.0,-61.37,2023-06-30,-3.314,0.0,D
5273,0.043,0.01,0.144,0.073,0.231,-55.34,2022-06-30,38.651,0.006,D
5273,0.051,0.005,0.167,0.075,0.098,-189.83,2022-09-30,56.283,0.002,D
5273,0.055,0.005,0.174,0.071,0.091,-96.95,2022-12-31,59.023,0.002,D
5273,0.051,0.0,0.159,0.064,0.0,-60.22,2023-03-31,93.137,0.0,D
7187,0.011,0.0,0.026,0.059,0.0,-155.26,2022-09-30,88.539,0.0,D
7187,0.017,0.0,0.038,0.031,0.0,-62.14,2022-12-31,68.642,0.0,D
7187,0.042,0.0,0.093,0.058,0.0,-77.11,2023-03-31,24.347,0.0,D
7187,0.052,0.0,0.109,0.054,0.0,-119.94,2023-06-30,19.767,0.0,D
1929,1.177,0.42,0.136,0.515,0.357,190.52,2022-08-31,7.171,0.05,C
1929,1.153,0.42,0.13,0.495,0.364,190.12,2022-11-30,7.398,0.049,C
1929,0.899,0.39,0.1,0.425,0.434,168.45,2023-02-28,9.446,0.046,C
1929,0.692,0.31,0.076,0.38,0.448,126.95,2023-05-31,11.527,0.039,C
5007,0.365,0.134,0.162,0.202,0.367,225.19,2022-09-30,4.49,0.082,C
5007,0.321,0.128,0.139,0.188,0.399,340.09,2022-12-31,4.983,0.08,C
5007,0.216,0.128,0.093,0.147,0.592,403.24,2023-03-31,7.44,0.08,C
5007,0.138,0.048,0.059,0.116,0.348,417.84,2023-06-30,9.582,0.036,C
5188,-0.006,0.0,-0.022,-0.267,-0.0,-22.17,2022-09-30,-9.921,0.0,D
5188,-0.037,0.0,-0.139,-1.774,-0.0,-20.68,2022-12-31,-1.759,0.0,D
5188,-0.037,0.0,-0.143,-1.701,-0.0,-13.97,2023-03-31,-1.629,0.0,D
5188,-0.042,0.0,-0.171,-2.209,-0.0,-17.29,2023-06-30,-1.423,0.0,D
5797,0.199,0.0,0.062,0.096,0.0,14.9,2022-09-30,4.819,0.0,D
5797,0.042,0.0,0.013,0.024,0.0,130.8,2022-12-31,23.367,0.0,D
5797,-0.032,0.0,-0.01,-0.017,-0.0,104.89,2023-03-31,-30.168,0.0,D
5797,-0.081,0.0,-0.025,-0.049,-0.0,51.57,2023-06-30,-11.451,0.0,D
7016,0.029,0.0,0.015,0.015,0.0,-70.92,2022-09-30,14.576,0.0,D
7016,-0.002,0.0,-0.001,0.007,-0.0,-55.51,2022-12-31,-233.728,0.0,D
7016,-0.003,0.0,-0.001,0.007,-0.0,-27.11,2023-03-31,-165.081,0.0,D
7016,-0.014,0.0,-0.007,0.009,-0.0,-29.94,2023-06-30,-28.945,0.0,D
1023,0.48,0.256,0.082,0.017,0.532,36655.7,2022-09-30,10.682,0.05,C
1023,0.52,0.263,0.089,0.018,0.505,21273.85,2022-12-31,11.151,0.045,C
1023,0.535,0.26,0.09,0.017,0.486,29418.09,2023-03-31,9.92,0.049,C
1023,0.579,0.306,0.096,0.017,0.529,33030.8,2023-06-30,8.735,0.061,C
7245,0.047,0.0,0.058,0.075,0.0,-50.6,2022-09-30,24.842,0.0,D
7245,-0.161,0.0,-0.195,-0.165,-0.0,-37.31,2022-12-31,-9.021,0.0,D
7245,-0.138,0.0,-0.166,-0.165,-0.0,-28.37,2023-03-31,-10.135,0.0,D
7245,-0.116,0.0,-0.136,-0.145,-0.0,-21.54,2023-06-30,-12.093,0.0,D
5104,-0.001,0.0,-0.011,0.022,-0.0,-2.38,2022-09-30,-47.355,0.0,D
5104,-0.002,0.0,-0.025,0.003,-0.0,-6.9,2022-12-31,-26.278,0.0,D
5104,-0.005,0.0,-0.055,-0.028,-0.0,-5.95,2023-03-31,-10.331,0.0,D
5104,-0.003,0.0,-0.031,-0.003,-0.0,1.27,2023-06-30,-16.805,0.0,D
7117,0.05,0.005,0.067,0.053,0.1,62.55,2022-09-30,9.665,0.01,D
7117,0.048,0.015,0.064,0.049,0.31,120.14,2022-12-31,10.039,0.031,C
7117,0.039,0.015,0.051,0.042,0.387,117.85,2023-03-31,12.26,0.032,C
7117,0.033,0.01,0.043,0.038,0.304,141.37,2023-06-30,13.508,0.022,C
7202,0.05,0.0,0.126,0.277,0.0,-21.62,2022-09-30,15.892,0.0,D
7202,0.052,0.0,0.126,0.289,0.0,-11.64,2022-12-31,14.448,0.0,D
7202,0.047,0.0,0.113,0.27,0.0,-0.82,2023-03-31,12.735,0.0,D
7202,0.032,0.0,0.078,0.223,0.0,8.34,2023-06-30,13.158,0.0,D
7154,-0.03,0.0,-0.113,-0.059,-0.0,10.98,2022-09-30,-9.413,0.0,D
7154,-0.035,0.0,-0.135,-0.11,-0.0,2.3,2022-12-31,-10.457,0.0,D
7154,-0.002,0.0,-0.008,0.015,-0.0,-5.81,2023-03-31,-67.377,0.0,D
7154,-0.016,0.0,-0.092,-0.209,-0.0,33.84,2023-06-30,-5.469,0.0,D
03001,0.007,0.0,0.073,0.052,0.0,-6.82,2021-09-30,12.024,0.0,D
